,penguin,duck,bird,owl,butterfly,fish,frog,rooster,pig,alligator,bear,deer,elephant,giraffe,zebra,pony,horse,dog,cat,toe,foot,ankle,finger,hand,arm,leg,hair,ear,eye,face,nose,mouth,tooth,shower,bathtub,sink,refrigerator,oven,couch,bed,closet,drawer,door,window,stroller,crib,bench,table,chair,lamp,car,motorcycle,tricycle,boat,helicopter,firetruck,truck,snow,tree,grass,sprinkler,hose,slide,swing,ladder,chips,cracker,cookie,muffin,pastry,bread,toast,sandwich,hamburger,meat,pasta,pizza,sauce,soup,applesauce,raisin,pickle,milk,egg,corn,carrot,potato,banana,orange,strawberry,melon,apple,pumpkin,flower,plant,glasses,book,pen,pencil,crayon,spoon,fork,knife,scissors,toothbrush,comb,vacuum,mop,broom,shovel,nail,stick,rock,coffee,cup,bowl,dish,plate,glass,jar,bottle,bucket,can,basket,tray,box,paper,napkin,towel,blanket,pillow,gum,soap,tape,ball,balloon,dress,pajamas,shirt,jacket,coat,sweater,scarf,pants,shorts,jeans,glove,mitten,sock,slipper,shoe,toy,doll,necklace,bib,purse,belt,hat,watch,clock,radio,game,cloud
applesauce,-0.05035411,-0.021694077,0.0124100065,-0.08466975,-0.12211043,-0.1401731,-0.07037593,-0.02290923,-0.0378707,-0.16499647,-0.08141624,-0.068230934,-0.082897305,-0.12173247,-0.11749673,-0.050168492,-0.08911568,-0.048351243,-0.04903913,-0.06855617,-0.045023844,-0.05712226,-0.036511954,-0.13413358,-0.09895074,-0.047275174,-0.039417498,-0.11038499,-0.057566248,-0.022239476,-0.00998381,0.04503451,0.05600547,-0.042629674,0.0136934025,-0.03547507,0.008919523,0.04035476,-0.13693419,-0.09479089,-0.15841869,-0.039818935,-0.12901145,-0.0678003,-0.18002018,-0.12543571,-0.17488745,-0.05931888,-0.14903426,-0.20496312,0.07171878,-0.006471078,-0.14892817,-0.09509698,-0.09628933,-0.071765594,-0.031931344,-0.013164373,-0.096583374,-0.047562692,-0.06415623,-0.13212226,-0.17441791,-0.1792737,-0.17137097,0.28166106,0.2843427,0.29074463,0.3807304,0.37302482,0.2970822,0.22222942,0.1954616,0.10527229,0.014633608,0.2913477,0.18849339,0.29244024,0.5083919,0.99999964,0.3945713,0.2551829,0.3363209,0.117475525,0.16131777,0.14554627,0.21738538,0.1844957,0.17679861,0.18726367,0.38742644,0.36009842,0.14119698,-0.02745084,0.061122287,-0.20110482,-0.025356853,-0.118374854,-0.055767253,-0.11540233,0.11154303,-0.010516262,0.027174823,-0.14806792,-0.03261407,-0.03945188,-0.12792246,-0.061585717,-0.13525596,-0.050315153,-0.08230303,-0.035778478,-0.12567352,0.1772771,0.03041993,0.12890516,-0.028475123,-0.005879905,0.069511585,0.06334872,-0.03936359,0.07178388,0.06640857,-0.07774288,-0.029294929,-0.1575074,-0.080879554,-0.082925454,-0.072796665,-0.09337741,-0.09825104,0.06086591,0.18014169,0.03068263,-0.066573896,-0.09690316,-0.14955565,-0.10558103,-0.15272625,-0.12756458,-0.086655736,-0.030733798,-0.05292597,-0.07283614,-0.09263499,-0.08330962,-0.18249382,-0.04542297,-0.10900957,-0.04332153,-0.17298743,-0.10863447,-0.07252611,-0.080226555,-0.09778577,-0.14127745,-0.16038793,-0.16308093,-0.044906523,-0.046979632,-0.035745554,-0.047856044,-0.07197417
raisin,-0.061826352,-0.032403085,0.093890324,-0.028777376,0.017451646,-0.09915669,0.04691677,-0.019027114,-0.02673798,-0.12685111,0.00023411773,-0.07043869,-0.10358643,-0.085492566,-0.098497555,-0.08307304,-0.033605892,-0.024048511,-0.08068915,0.016382057,-0.012267434,-0.0762262,-0.022905184,0.00018194597,-0.08999124,-0.08496679,-0.014509436,-0.04892859,-0.031350665,-0.047430467,0.008861309,0.018996237,-0.008853,-0.06581752,-0.07958627,-0.088262215,-0.04554212,-0.047879383,-0.088355795,-0.10222577,-0.08350872,-0.009731172,-0.05641519,-0.09291757,-0.22323862,-0.20165706,-0.088764854,-0.037891082,-0.1284409,-0.17313123,-0.009961224,-0.023923675,-0.17607638,-0.09931278,-0.059083804,-0.08099989,-0.000662229,-0.06692849,0.09847774,0.053183455,-0.07028681,-0.1020256,-0.12235986,-0.1448124,-0.10656167,0.32549757,0.29816785,0.3129483,0.25296646,0.23732543,0.20349623,0.12677307,0.07918934,0.104202,0.20290096,0.2099343,0.109454826,0.22096515,0.18724114,0.3945713,1.0000002,0.4072696,0.14293915,0.12155317,0.17384061,0.12618834,0.3154705,0.17812075,0.28707904,0.2221258,0.2914344,0.20232454,0.16252026,0.03040111,0.18020537,-0.11174834,-0.016382482,-0.096659884,-0.06147419,-0.07815116,-0.037528485,-0.12790853,-0.0123912785,-0.09617557,-0.1421727,-0.020999953,-0.07176935,-0.03128375,-0.09013982,-0.108545154,0.058593802,0.02187169,0.19589593,0.12417932,-0.07218987,0.03488264,-0.10647595,-0.051705346,-0.015828341,0.04985994,-0.005339358,0.007648681,0.04746234,-0.057725124,-0.04369767,-0.07650353,-0.034620028,-0.047850896,-0.06568378,-0.12012112,-0.05216632,0.13509996,0.06595957,-0.07565951,-0.029031673,-0.05301392,-0.11058405,-0.07462705,-0.10900226,-0.15509577,-0.17842919,-0.15113355,-0.065059364,-0.109427065,-0.15062775,-0.079037264,-0.10609065,-0.09230154,-0.1233948,-0.07538326,-0.13855207,-0.14507183,-0.13338464,0.025175601,-0.09289101,-0.1255963,-0.15581912,-0.18004227,-0.0902563,-0.09572966,-0.12017992,-0.041217614,-0.0283147
pickle,-0.0872606,-0.0009857155,-0.035994306,-0.12539804,-0.03133034,0.01899412,0.14259481,0.031635508,0.022052452,0.009653643,-0.004663868,0.027039904,-0.15317437,-0.0997298,-0.10158285,-0.069702834,-0.054753795,-0.028149612,-0.07076833,0.00993252,0.0068676826,-0.05871574,0.008246248,-0.023344038,-0.041768633,-0.056658514,-0.10548417,-0.07486369,-0.03007271,-0.017976942,-0.013554619,0.037926234,-0.004466408,-0.09394023,-0.12586652,-0.1626755,-0.042311203,-0.020154722,-0.10715599,-0.13449372,-0.13641271,-0.083489865,-0.06192428,-0.1308236,-0.15990166,-0.12458271,-0.09277843,-0.13824593,-0.19050887,-0.15144494,-0.0631856,-0.08237006,-0.13929373,-0.038665928,-0.06506515,-0.0566032,0.059830587,-0.062140346,0.01920931,-0.022536471,-0.08468168,-0.06569888,-0.059311032,-0.08822213,-0.17508955,0.26743376,0.26703823,0.16133496,0.09454064,0.17006445,0.19731703,0.21878414,0.1988261,0.17373988,0.1633372,0.1998515,0.088109426,0.31815374,0.18778071,0.2551829,0.4072696,1.0,0.10389951,0.1425463,0.21861644,0.22875811,0.33857554,0.25141627,0.15255208,0.11963797,0.270021,0.115732014,0.07428552,-0.04625248,0.10930735,-0.075747386,-0.067576975,-0.07818729,-0.0499291,-0.029425463,-0.025856491,0.0058057234,0.041556306,-0.028510205,-0.08763729,-0.036003876,-0.1498519,-0.10763782,-0.12419799,-0.10650623,0.008721026,0.013870638,0.12788945,-0.026624024,-0.14908177,-0.013251865,-0.07143914,-0.032594126,0.029000316,0.14950775,0.119751744,0.03571866,0.17917025,-0.07634425,-0.08993778,-0.025852669,-0.030956771,-0.03992483,-0.125015,-0.13691497,-0.0995927,0.14116664,0.06902943,0.02956224,-0.057047773,-0.018399108,-0.12341666,-0.14264208,-0.10428512,-0.14393756,-0.10465908,-0.136056,-0.12550513,-0.09331208,-0.048009783,-0.08804316,-0.09463451,-0.03382708,-0.049550407,0.0138483215,-0.04171415,-0.09907287,-0.11426846,-0.093118,-0.097865164,-0.11923716,-0.075724855,-0.092610836,-0.04011875,-0.08162957,-0.020585686,-0.065520376,-0.034503695
milk,-0.036200657,-0.055698544,-0.08495945,-0.08977643,-0.054554887,-0.19501033,-0.04902737,-0.0028144317,0.023392992,-0.10508578,-0.087140635,-0.03207535,-0.026673686,0.07448332,0.034677014,-0.040712684,-0.03888305,-0.1178069,-0.022817995,-0.06082056,-0.02973562,-0.019807369,-0.05102152,-0.047412474,-0.019422056,-0.02774191,-0.07846327,-0.051622055,-0.0605288,-0.042373337,0.04708686,-0.017341223,0.03470251,-0.052355975,-0.04885815,0.025519537,0.04735646,-0.109736905,-0.1746825,-0.15189677,-0.07727423,-0.16856432,-0.03340855,-0.018587451,-0.14541942,-0.05911977,-0.20653014,-0.12790036,-0.041083593,-0.0455651,0.015583897,-0.09218499,-0.0549125,-0.14628188,-0.13137445,-0.059659146,0.008110109,0.0129865585,-0.06305051,0.11500545,0.0536221,-0.06540301,-0.042923212,-0.070969984,-0.082028784,0.13911992,0.1761812,0.1987454,0.13777836,0.12875506,0.22222887,0.18238324,0.10004051,0.12291248,0.07782866,0.16848955,0.08749853,0.21374509,0.25109625,0.3363209,0.14293915,0.10389951,0.9999999,0.29815966,0.28849694,0.09785598,0.0875697,0.23646061,0.09628241,0.18328723,0.18080163,0.123886086,0.06701033,-0.02621501,-0.011800609,-0.06725996,0.020329224,-0.07567399,-0.10598685,-0.061881714,0.06719582,-0.06307177,-0.09711785,-0.17724186,0.032855503,-0.14672765,-0.05853317,-0.027725825,-0.08546595,-0.09520757,-0.117407605,-0.08642988,-0.06309512,0.2888714,0.1532108,0.0137366215,0.02346443,0.070818126,0.30899656,0.25215057,0.27612764,0.08660546,-0.0028715208,-0.120328486,-0.095963195,-0.07036223,0.0581652,0.0220354,-0.05047168,-0.10867497,-0.07047535,0.23362345,0.3903836,0.06822583,0.028772894,-0.027294794,-0.120076366,-0.10565582,-0.10391503,-0.13532692,-0.1702057,-0.03428392,-0.12500748,-0.15142153,-0.17126833,-0.16400954,-0.13724884,-0.047318984,-0.03579609,-0.057523515,-0.13644096,-0.14110184,-0.12741227,-0.09200757,-0.054540686,-0.18961564,-0.19538218,-0.16097413,-0.1654414,-0.13348058,-0.21620253,-0.09778881,-0.007957948
egg,0.056191772,0.14302146,0.13728511,0.054167226,0.016902681,0.00867584,0.027571455,0.40488937,0.109578066,0.034616686,-0.065475196,0.082868606,-0.1246756,-0.0011069402,-0.026201714,-0.048819263,-0.04715887,-0.085957155,-0.04824119,-0.08150609,-0.017645748,-0.015782773,0.010877702,-0.010347465,0.09126248,0.029994471,0.008002662,-0.037489478,-0.006773258,0.016535742,0.009356846,-0.025835313,-0.065534204,-0.13274215,-0.08483701,-0.12547918,-0.08211175,-0.054339774,-0.21402335,-0.116588295,-0.1448207,-0.11286027,-0.029555757,-0.07445642,-0.20990703,-0.10839241,-0.13018034,-0.16204014,-0.13221961,-0.10108855,-0.075415105,-0.087567285,-0.13105454,-0.07330597,-0.096393995,-0.13582057,0.013370647,0.04879085,0.0039870227,0.06943035,-0.10408485,-0.20896235,-0.13203089,-0.14022413,-0.0039279973,0.13446096,0.056520067,0.08776975,0.12113908,0.12778449,0.15260217,0.1812231,0.07493793,0.006942059,0.18999924,0.101889074,0.036095973,0.053099014,0.07171625,0.117475525,0.12155317,0.1425463,0.29815966,0.9999999,0.19986299,0.2242662,0.43318307,0.23825657,0.26878178,0.20304206,0.26297593,0.26075208,0.17810398,0.050908513,-0.014445773,-0.059517823,0.00456097,-0.10175012,0.0019391403,0.051394444,0.084715016,-0.00050926954,-0.045944475,-0.070862,-0.09484695,-0.100925095,-0.20104444,-0.011911416,-0.031893045,-0.007722887,-0.025715562,-0.039584413,0.15698187,0.1367792,-0.0054894406,0.053435907,0.053437598,0.06137116,3.3467077e-05,-0.03879491,-0.01649186,-0.0021885629,0.061423674,-0.015667334,-0.09915519,-0.01054791,0.04262001,-0.05092824,-0.030461274,-0.18362334,-0.10570987,0.10161847,0.19525921,0.008460112,0.26171535,0.10596358,-0.20472237,-0.17644712,-0.13587484,-0.19818422,-0.1553438,-0.12685809,-0.16258542,-0.20902258,-0.15912649,-0.1787058,-0.18901455,-0.120830074,-0.112940595,-0.099118225,-0.099445075,-0.06645851,-0.12915914,-0.113456696,-0.14253078,-0.27495533,-0.17853794,-0.079358466,-0.21863183,-0.11865376,-0.07609833,-0.077791095,0.04991904
corn,-0.004875634,0.082917154,0.028259544,-0.02489179,0.06187004,0.062982626,0.08155817,0.20450798,0.19228533,0.12685315,0.028102905,-0.002980931,-0.0038291768,-0.014317535,0.07737461,-0.011772555,-0.0097127175,-0.050412416,-0.12697217,-0.035352476,0.0031670423,-0.010275627,-0.008183506,-0.046542794,0.031912737,-0.09318454,-0.015707938,0.063623376,-0.06004359,-0.05299849,-0.019165978,-0.07112312,0.057522114,-0.17033443,-0.15277024,-0.1681183,-0.054542206,-0.09152,-0.17309499,-0.21742299,-0.2501396,-0.19864962,-0.08000973,-0.097898744,-0.18802826,-0.20930958,-0.113634974,-0.31914568,-0.2367396,-0.2003751,-0.012415914,-0.09228377,-0.15348463,-0.037087545,-0.121035226,0.012062609,0.018501095,0.029562034,0.07043299,0.28930545,0.13752559,-0.017983856,-0.03996812,-0.048281662,-0.08497516,0.29225427,0.11948079,0.08245595,0.11972798,0.054612003,0.28425682,0.13994503,0.0861813,0.06459758,0.18482386,0.21462077,0.0069321916,0.031545527,0.13663602,0.16131777,0.17384061,0.21861644,0.28849694,0.19986299,0.9999999,0.42488798,0.27820784,0.29862383,0.2334531,0.29456872,0.32863545,0.26498032,0.3222795,0.20035341,0.25328016,-0.13743517,0.0010074005,-0.115827635,-0.043757077,-0.02547966,-0.057371862,0.020952366,-0.05583766,-0.121952415,-0.0057424195,0.008952257,-0.111071974,-0.02505942,0.0017953254,0.00031236745,-0.06513221,0.021877067,-0.01426838,-0.01804942,-0.17577404,-0.052199375,-0.102013625,-0.04592665,-0.14100827,-0.087219365,-0.043032758,-0.010688191,0.018712018,-0.046320718,-0.23320374,-0.11932733,-0.037018556,-0.02750404,-0.055717945,-0.12120713,-0.09482074,0.012075614,-0.054105967,-0.13953054,-0.06985495,-0.042233434,-0.17226917,-0.16987944,-0.17872882,-0.22541113,-0.17972165,-0.067891814,-0.050757788,-0.11041906,-0.14700086,-0.05153962,-0.061283562,0.015542451,-0.06315197,-0.075277716,-0.12307761,-0.121805206,-0.10459541,-0.16251993,-0.11015038,-0.2122252,-0.16019261,-0.086231306,-0.22212526,-0.17738912,-0.09133121,-0.09199811,0.109819055
carrot,0.07085176,0.02724239,0.022751302,-0.022723593,0.010735413,0.029588021,0.08284827,0.20060626,0.16132855,0.0025131963,0.02557408,0.07045002,-0.024084793,-0.029089365,0.0173129,0.06125272,-0.0018224076,-0.05578189,-0.07288252,-0.08711838,0.016478295,-0.018873926,-0.008087601,-0.0073457304,0.09069287,-0.015181707,-0.076675065,-0.08565913,-0.081906594,-0.00860123,-0.0014201291,-0.03674085,-0.014434239,-0.20371392,-0.12384337,-0.15517999,-0.05415949,-0.07615652,-0.16732422,-0.17211019,-0.19304857,-0.1440004,-0.12307981,-0.15579452,-0.20602998,-0.20032239,-0.03256295,-0.24704486,-0.18836148,-0.21892655,-0.06730751,-0.13459209,-0.13076422,-0.017255854,-0.041672695,-0.055475026,0.029340548,0.01856856,0.066931866,0.27106008,0.07194925,0.028726181,-0.11250062,-0.121410996,-0.12607925,0.18911621,0.049303465,0.03672184,0.05099266,0.011444638,0.17898971,0.08670968,0.01318754,0.01293074,0.23780474,0.21505713,0.06526337,0.100780845,0.19092262,0.14554627,0.12618834,0.22875811,0.09785598,0.2242662,0.42488798,1.0000004,0.49470806,0.35317916,0.44955128,0.3961749,0.28666195,0.30652907,0.3334722,0.1762805,0.29770124,-0.12648335,-0.03798909,-0.082701,0.04153905,0.09052581,0.010072976,0.12998502,0.0032948907,0.013056931,-0.037304226,-0.07699272,-0.09669764,0.0248875,0.009451916,0.060249597,0.015899498,0.10470902,0.025049936,-0.046530128,-0.15296562,-0.07886469,-0.08261189,-0.057651673,-0.10101819,-0.067490935,-0.03468826,0.010922453,0.0784961,-0.08404495,-0.15521657,-0.010579322,0.0023603067,-0.03685975,-0.07398544,-0.21211995,-0.13170944,0.007785231,-0.05653035,-0.1398053,-0.0809345,-0.06486336,-0.21454811,-0.18281767,-0.24072435,-0.24355097,-0.15449448,-0.15425317,-0.11507861,-0.020921953,-0.070391156,-0.02342024,-0.13079484,-0.054293137,-0.08989144,-0.1623716,-0.1526795,-0.085180566,-0.14886007,-0.215424,-0.18461552,-0.21630861,-0.15644601,-0.20683178,-0.13407642,-0.1157857,-0.12352342,-0.11360632,0.061294563
potato,-0.012826361,0.004272528,-0.016675029,-0.116295554,-0.11624454,0.028177265,0.034446165,0.106182106,0.2028487,-0.09278922,-0.037899215,0.023573397,-0.101729035,-0.107438855,-0.09715417,-0.026760694,-0.086407624,-0.09783832,-0.087183066,0.004965579,0.08410944,0.047481343,0.015371474,0.048601344,0.007807577,-0.019631574,-0.038532227,-0.09186296,-0.06286103,0.00069859996,0.05316352,0.02656208,0.0051980554,-0.17147078,-0.12224332,-0.1801081,-0.024207652,-0.044994354,-0.14295627,-0.18584535,-0.19221725,-0.11946617,-0.14508688,-0.14625964,-0.14841396,-0.21877429,-0.13031253,-0.20006722,-0.18840519,-0.1839656,-0.06696915,-0.13991737,-0.13483064,-0.002139613,-0.14149016,-0.14764452,0.021396823,-0.053652145,0.09498972,0.103640705,-0.06819008,-0.14543794,-0.20405465,-0.16843894,-0.02969763,0.4183679,0.23488294,0.18836087,0.19373807,0.15125775,0.22182387,0.18603808,-0.0030866172,-0.0030379295,0.18252087,0.21016563,0.051577218,0.089953244,0.13598588,0.21738538,0.3154705,0.33857554,0.0875697,0.43318307,0.27820784,0.49470806,1.0000006,0.34829295,0.29839745,0.24256001,0.38888267,0.33550227,0.23290105,0.11459805,0.22555092,-0.1233042,-0.055194028,-0.0908983,0.0021689786,0.0117438175,0.020133642,0.026007071,-0.046702836,-0.04295242,-0.15217379,-0.045053706,-0.12584987,0.0057354495,-0.018066935,0.057591893,0.08577948,0.10608831,0.26621008,-0.038833845,-0.17353034,0.028207049,-0.0442007,-0.08705426,-0.11164968,-0.07901868,-0.029181797,0.03420631,0.15284556,-0.064395696,-0.1739904,0.016314685,0.03477716,-0.11253938,-0.073189184,-0.2445738,-0.18944022,-0.0066583185,-0.014874926,-0.16959521,0.0630903,0.012540045,-0.20436528,-0.16829976,-0.10993607,-0.14617592,-0.107404,-0.13017148,-0.12207587,-0.092817515,-0.0822653,-0.048427977,-0.07598103,-0.038313806,-0.08875321,-0.009010547,-0.05979515,-0.065399766,-0.068372056,-0.14584798,-0.19566163,-0.19532737,-0.20614794,-0.12010019,-0.16732311,-0.12378606,-0.10567793,-0.11815803,0.033835825
banana,0.07691793,-0.04473666,0.012560084,0.033095635,-0.00063061714,-0.04045501,0.047881927,0.048802108,0.08571847,-0.0023195557,-0.027989846,-0.028310059,0.044891015,0.079142444,0.055280354,-0.027427642,-0.051655896,-0.07969059,-0.09323386,-0.10666755,-0.034646653,-0.03530646,0.030925715,0.042046983,0.07137333,-0.01403789,-0.07560861,-0.028355148,-0.03439607,-0.0052123163,-0.020670699,0.043416753,0.0452723,-0.17228566,-0.1274287,-0.099467486,0.059855267,-0.07079567,-0.13493565,-0.18715829,-0.120147854,-0.12984285,-0.11588646,-0.16051137,-0.13147746,-0.18276706,-0.05993384,-0.12779269,-0.11146245,-0.10760507,-0.0740949,-0.1195137,-0.02035398,-0.1347172,-0.1437378,-0.10786815,0.011263495,-0.08446648,0.09367207,-0.033286307,-0.09757958,-0.05639084,-0.068329155,-0.09150029,-0.030644082,0.2209102,0.095176384,0.14209497,0.13827908,0.07808052,0.15172236,0.2294699,0.07558237,-0.024380574,0.050227553,0.13575856,0.104940444,0.039602134,0.02094585,0.1844957,0.17812075,0.25141627,0.23646061,0.23825657,0.29862383,0.35317916,0.34829295,0.9999999,0.35488722,0.36138085,0.41920185,0.40981603,0.17348799,0.053148065,0.07009824,-0.088102765,0.010997718,-0.06081576,0.05423066,0.058241528,0.03886549,0.09255586,0.013984707,0.118143864,0.040706187,-0.09819138,-0.06763969,-0.011247521,-0.0621785,-0.020207202,-0.049906418,0.040604405,-0.030510757,0.0458148,-0.049633943,-0.06753273,-0.059249893,0.019596832,-0.043595985,-0.058966592,0.038364783,-0.040789567,-0.01753903,-0.10661889,-0.12926297,-0.030084575,0.059716366,-0.09298295,-0.075454436,-0.19535965,-0.13054156,0.02655561,0.029157039,-0.00026527327,-0.015115836,0.07723144,-0.19335362,-0.19122112,-0.15374602,-0.1725946,-0.12005344,-0.1532072,-0.18855087,-0.1166091,-0.13072512,-0.06863904,-0.08868505,-0.13572991,-0.13390914,-0.13961522,-0.072550066,-0.06170155,-0.17124802,-0.17815614,-0.15788725,-0.16449875,-0.14932586,-0.13357663,-0.1442179,-0.13826397,-0.075739704,-0.062360033,0.05101881
orange,0.051368438,0.04795661,0.090956435,0.06624978,0.12637362,0.08788541,0.061160736,0.07891041,0.08931336,0.08402238,0.05140918,-0.024562947,0.03804797,0.017482704,0.03456108,0.0076890923,-0.012902867,-0.039339658,-0.013213845,-0.04893417,-0.014367431,-0.061575867,-0.04360863,0.04997465,0.054750513,-0.016387595,-0.01225538,-0.073377244,0.037117988,-0.04436166,0.02279678,0.00670683,0.0016963761,-0.1430253,-0.1023369,-0.08956446,-0.06457494,-0.15819436,-0.17578012,-0.12245078,-0.10981711,-0.1439266,-0.12295775,-0.1454012,-0.17653385,-0.17807077,-0.089199916,-0.12656803,-0.21698019,-0.14697713,-0.00835976,-0.09120864,-0.08901688,-0.03505464,-0.027738381,-0.08167435,0.028207438,0.014078682,0.15639593,0.11031599,-0.013057245,-0.12647475,-0.13312928,-0.160256,-0.065849885,0.23900762,0.10002253,0.0631094,0.11029327,0.067648984,0.10165173,0.0776463,0.0029631816,-0.04089327,0.1915807,0.08529235,0.031599995,0.066719025,0.07250622,0.17679861,0.28707904,0.15255208,0.09628241,0.26878178,0.2334531,0.44955128,0.29839745,0.35488722,1.0000002,0.4545539,0.45039922,0.43435246,0.311985,0.15419379,0.20284638,-0.1404393,0.014366925,-0.09684612,-0.02981428,0.0009949878,-0.08586258,-0.08230133,-0.067266226,0.00083634164,-0.12500872,-0.1377839,-0.090503365,-0.006441118,-0.066312194,-0.09891561,-0.05479995,-0.0484253,0.088668235,-0.011588011,-0.110541165,-0.10760978,-0.101515226,-0.077719174,-0.04505897,-0.045883596,0.037011877,-0.009018998,0.0038726013,-0.085133575,-0.1774748,-0.0743909,0.0020292532,-0.06318133,-0.035230223,-0.20543024,-0.13615832,0.01813417,0.03789381,-0.06786013,0.0688774,0.041954584,-0.121516906,-0.12152009,-0.08987501,-0.1360856,-0.09623793,-0.16319692,-0.15047714,-0.09528792,-0.08779933,-0.08060934,-0.112676874,-0.16348748,-0.19113822,-0.14485571,-0.15444781,-0.03584488,-0.15289322,-0.13325831,-0.1687034,-0.19700095,-0.16732542,-0.0928901,-0.116782285,-0.1479447,-0.13613135,-0.12363307,0.08871119
strawberry,0.012923755,-0.0454949,0.060733918,0.04786581,0.116702534,0.019509971,0.059564713,0.03787832,0.06761581,0.0062564043,0.061194777,0.006321531,0.038437396,-0.0016218033,0.014851888,0.02456097,-0.019564768,-0.05308166,-0.06922036,0.01154732,0.014156567,-0.012167882,0.016811654,0.0029073362,-0.05428814,-0.029147707,-0.044132873,-0.078294605,-0.05044094,-0.02381024,0.04158481,-0.0129784215,0.02588108,-0.14388393,-0.113335006,-0.11436246,0.0051174248,-0.09088818,-0.20584986,-0.15157506,-0.19735813,-0.16387874,-0.1573081,-0.053212997,-0.14215069,-0.18276559,-0.15049472,-0.18819886,-0.20350292,-0.12041389,-0.09138809,-0.07137118,-0.03972809,-0.11249784,-0.09388779,-0.056442533,-0.031980824,0.044591416,0.05850958,0.100959875,0.017016223,-0.07197376,-0.13152798,-0.13744238,-0.031115888,0.11454679,0.13781154,0.1382918,0.22731832,0.20627633,0.17063785,0.12139279,0.06274527,0.08439998,0.16143626,0.06094318,0.13717723,0.054423057,0.042581894,0.18726367,0.2221258,0.11963797,0.18328723,0.20304206,0.29456872,0.3961749,0.24256001,0.36138085,0.4545539,1.0000001,0.31417292,0.4699679,0.25517058,0.25145066,0.23451614,-0.13781525,-0.040307872,-0.070001505,-0.055650935,0.010195361,-0.01938378,-0.03941215,-0.069486946,-0.06817799,-0.10166028,-0.11607319,-0.14611349,-0.14547503,-0.16202286,-0.0629041,-0.0890362,0.02190922,0.026193457,0.044314682,-0.047217175,-0.08041495,-0.048745617,-0.071292825,-0.033891447,-0.027953556,-0.0024658209,-0.04283048,-0.03634343,-0.01447387,-0.12909234,-0.08427241,-0.046241567,-0.13330728,-0.11697866,-0.18214622,-0.17824253,0.0072462186,-0.0053466563,-0.09451759,0.08074072,0.041112322,-0.122606024,-0.056899913,-0.17466906,-0.13243386,-0.13720873,-0.10043853,-0.1342723,-0.076158196,-0.054629307,-0.08245209,-0.10071646,-0.057230026,-0.13830096,-0.12128651,-0.0583951,-0.055667948,-0.08933313,-0.07730266,-0.08367267,-0.14535867,-0.13805287,-0.1109556,-0.10991495,-0.13109949,-0.12895536,-0.016780049,0.060893748
melon,-0.015161725,0.0025604945,0.051461834,-0.05084695,0.023667024,-0.04919412,0.07273103,0.0061438032,0.08268742,0.0100283455,-0.0841349,0.004322674,-0.09005674,-0.055281825,-0.030727724,-0.104482695,-0.07759254,-0.07938641,-0.013976852,-0.0673171,-0.037209112,-0.0549981,-0.0029769195,-0.030577993,0.0005921675,-0.034952763,-0.033544183,-0.10010195,-0.030610042,-0.073751226,-0.016401444,0.02369391,0.06926228,-0.13520831,-0.058569368,-0.08306569,-0.03937203,-0.05112629,-0.17712542,-0.14786549,-0.15994003,-0.101069465,-0.07601938,-0.10150543,-0.14367461,-0.16989997,-0.055942625,-0.0967884,-0.14468628,-0.07452111,-0.03371278,-0.099168226,-0.14309898,-0.08685531,-0.11750381,-0.13493726,-0.012783016,-0.04073567,0.09302538,-0.064549476,-0.0798313,-0.15385954,-0.12191011,-0.15746419,-0.087730475,0.25945866,0.13408561,0.109711595,0.13995366,0.12221785,0.18935114,0.089903444,0.11128248,0.030796641,0.13555029,0.105782166,0.08507364,0.07633824,0.10324928,0.38742644,0.2914344,0.270021,0.18080163,0.26297593,0.32863545,0.28666195,0.38888267,0.41920185,0.45039922,0.31417292,1.0000001,0.5087788,0.40526342,0.14718163,0.18432897,-0.14528686,-0.06320657,-0.11092514,-0.021476436,-0.100253016,0.0076131825,-0.018039133,0.097276196,0.026044417,-8.015148e-05,0.013249522,-0.121159226,-0.10284074,-0.10527197,-0.026376437,-0.10214618,-0.041185226,-0.02404139,-0.014897723,-0.047587726,0.06595622,-0.008306801,0.045501955,-0.009204686,-0.05792977,-0.03634451,-0.100129776,-0.04837233,-0.12206293,-0.09887247,-0.12748036,-0.021284077,-0.07336096,-0.07885267,-0.16718057,-0.0925586,0.09155832,0.17351352,0.081304416,0.106402755,0.003056433,-0.12667018,-0.18925625,-0.12577976,-0.16585839,-0.13473137,-0.08500633,-0.08592205,-0.08071816,-0.09925352,-0.0631536,-0.15130492,-0.09492485,-0.13496985,-0.035660297,-0.13240737,-0.08704198,-0.13484761,-0.12887342,-0.113681674,-0.22039893,-0.13638678,-0.06121041,-0.11151031,-0.08938799,-0.08188324,-0.05475502,-0.11055671
