,penguin,duck,bird,owl,butterfly,fish,frog,rooster,pig,alligator,bear,deer,elephant,giraffe,zebra,pony,horse,dog,cat,toe,foot,ankle,finger,hand,arm,leg,hair,ear,eye,face,nose,mouth,tooth,shower,bathtub,sink,refrigerator,oven,couch,bed,closet,drawer,door,window,stroller,crib,bench,table,chair,lamp,car,motorcycle,tricycle,boat,helicopter,firetruck,truck,snow,tree,grass,sprinkler,hose,slide,swing,ladder,chips,cracker,cookie,muffin,pastry,bread,toast,sandwich,hamburger,meat,pasta,pizza,sauce,soup,applesauce,raisin,pickle,milk,egg,corn,carrot,potato,banana,orange,strawberry,melon,apple,pumpkin,flower,plant,glasses,book,pen,pencil,crayon,spoon,fork,knife,scissors,toothbrush,comb,vacuum,mop,broom,shovel,nail,stick,rock,coffee,cup,bowl,dish,plate,glass,jar,bottle,bucket,can,basket,tray,box,paper,napkin,towel,blanket,pillow,gum,soap,tape,ball,balloon,dress,pajamas,shirt,jacket,coat,sweater,scarf,pants,shorts,jeans,glove,mitten,sock,slipper,shoe,toy,doll,necklace,bib,purse,belt,hat,watch,clock,radio,game,cloud
potato,1.0128263,0.9957275,1.016675,1.1162956,1.1162446,0.97182274,0.9655538,0.8938179,0.7971513,1.0927892,1.0378993,0.9764266,1.101729,1.1074388,1.0971541,1.0267607,1.0864077,1.0978383,1.0871831,0.9950344,0.9158906,0.95251864,0.9846285,0.9513987,0.99219245,1.0196316,1.0385323,1.0918629,1.0628611,0.9993014,0.9468365,0.9734379,0.99480194,1.1714708,1.1222433,1.1801081,1.0242076,1.0449944,1.1429563,1.1858454,1.1922172,1.1194662,1.1450869,1.1462597,1.1484139,1.2187743,1.1303126,1.2000673,1.1884052,1.1839656,1.0669692,1.1399174,1.1348306,1.0021396,1.1414902,1.1476445,0.9786032,1.0536522,0.9050103,0.8963593,1.0681901,1.145438,1.2040546,1.1684389,1.0296977,0.58163214,0.76511705,0.81163913,0.8062619,0.84874225,0.7781761,0.8139619,1.0030866,1.0030379,0.81747913,0.7898344,0.9484228,0.91004676,0.86401415,0.7826146,0.68452954,0.66142446,0.9124303,0.5668169,0.72179216,0.50529194,0.0,0.65170705,0.7016026,0.75744,0.61111736,0.66449773,0.76709896,0.88540196,0.7744491,1.1233042,1.055194,1.0908983,0.99783105,0.98825616,0.9798664,0.97399294,1.0467029,1.0429524,1.1521738,1.0450537,1.1258498,0.99426454,1.0180669,0.9424081,0.9142205,0.8939117,0.7337899,1.0388339,1.1735303,0.97179294,1.0442007,1.0870543,1.1116496,1.0790187,1.0291818,0.96579367,0.84715444,1.0643957,1.1739904,0.9836853,0.96522284,1.1125394,1.0731891,1.2445738,1.1894403,1.0066583,1.0148749,1.1695952,0.9369097,0.98745996,1.2043653,1.1682998,1.1099361,1.1461759,1.107404,1.1301715,1.1220759,1.0928175,1.0822653,1.0484279,1.075981,1.0383139,1.0887532,1.0090106,1.0597951,1.0653998,1.068372,1.145848,1.1956617,1.1953274,1.2061479,1.1201001,1.1673231,1.1237861,1.105678,1.118158,0.9661642
banana,0.92308205,1.0447366,0.98743993,0.96690434,1.0006306,1.040455,0.9521181,0.95119786,0.91428155,1.0023196,1.0279899,1.0283101,0.955109,0.92085755,0.9447197,1.0274277,1.0516559,1.0796906,1.0932338,1.1066675,1.0346466,1.0353065,0.9690743,0.95795304,0.92862666,1.0140378,1.0756086,1.0283551,1.034396,1.0052123,1.0206707,0.95658326,0.9547277,1.1722857,1.1274287,1.0994675,0.9401447,1.0707957,1.1349356,1.1871583,1.1201478,1.1298429,1.1158864,1.1605114,1.1314775,1.182767,1.0599339,1.1277927,1.1114625,1.1076051,1.0740949,1.1195138,1.020354,1.1347172,1.1437378,1.1078682,0.9887365,1.0844665,0.90632796,1.0332863,1.0975796,1.0563909,1.0683291,1.0915003,1.030644,0.7790898,0.9048236,0.85790503,0.8617209,0.92191947,0.8482776,0.7705301,0.9244176,1.0243806,0.9497725,0.8642414,0.8950596,0.96039784,0.97905415,0.8155043,0.82187927,0.74858373,0.7635394,0.7617434,0.7013762,0.64682084,0.65170705,0.0,0.64511275,0.6386192,0.58079815,0.590184,0.826512,0.9468519,0.9299018,1.0881028,0.9890023,1.0608158,0.9457693,0.94175845,0.9611345,0.9074441,0.9860153,0.88185614,0.95929384,1.0981914,1.0676397,1.0112475,1.0621785,1.0202072,1.0499064,0.9593956,1.0305108,0.9541852,1.049634,1.0675328,1.0592499,0.9804032,1.043596,1.0589666,0.96163523,1.0407896,1.017539,1.1066189,1.1292629,1.0300846,0.94028366,1.092983,1.0754545,1.1953597,1.1305416,0.9734444,0.97084296,1.0002652,1.0151159,0.9227686,1.1933537,1.1912211,1.153746,1.1725945,1.1200534,1.1532072,1.1885508,1.1166091,1.1307251,1.068639,1.088685,1.1357299,1.1339091,1.1396152,1.07255,1.0617015,1.171248,1.1781561,1.1578872,1.1644988,1.1493258,1.1335766,1.1442178,1.138264,1.0757397,1.06236,0.94898117
orange,0.9486316,0.9520434,0.90904355,0.9337502,0.87362635,0.9121146,0.93883926,0.9210896,0.9106866,0.9159776,0.9485908,1.024563,0.96195203,0.9825173,0.9654389,0.9923109,1.0129029,1.0393397,1.0132139,1.0489342,1.0143675,1.0615759,1.0436087,0.9500253,0.9452495,1.0163876,1.0122554,1.0733773,0.96288204,1.0443617,0.97720325,0.99329317,0.99830365,1.1430253,1.1023369,1.0895644,1.064575,1.1581943,1.17578,1.1224508,1.1098171,1.1439266,1.1229577,1.1454012,1.1765338,1.1780708,1.0891999,1.1265681,1.2169802,1.1469772,1.0083598,1.0912087,1.0890169,1.0350547,1.0277383,1.0816743,0.9717926,0.9859213,0.8436041,0.889684,1.0130572,1.1264747,1.1331292,1.160256,1.0658499,0.7609924,0.89997745,0.9368906,0.88970673,0.932351,0.8983483,0.9223537,0.9970368,1.0408933,0.8084193,0.91470766,0.9684,0.93328094,0.9274938,0.8232014,0.71292096,0.84744793,0.9037176,0.7312182,0.7665469,0.5504487,0.7016026,0.64511275,0.0,0.5454461,0.5496008,0.56564754,0.688015,0.84580624,0.7971536,1.1404393,0.9856331,1.0968461,1.0298142,0.999005,1.0858626,1.0823014,1.0672662,0.9991637,1.1250087,1.1377839,1.0905033,1.0064411,1.0663122,1.0989156,1.0547999,1.0484253,0.9113318,1.011588,1.1105411,1.1076097,1.1015152,1.0777192,1.045059,1.0458837,0.96298814,1.009019,0.9961274,1.0851336,1.1774747,1.0743909,0.99797076,1.0631813,1.0352303,1.2054303,1.1361583,0.9818658,0.96210617,1.0678601,0.9311226,0.9580454,1.121517,1.12152,1.089875,1.1360856,1.0962379,1.1631969,1.1504772,1.0952879,1.0877993,1.0806093,1.1126769,1.1634874,1.1911383,1.1448557,1.1544478,1.0358449,1.1528932,1.1332583,1.1687034,1.197001,1.1673254,1.0928901,1.1167823,1.1479447,1.1361313,1.123633,0.9112888
strawberry,0.9870762,1.0454949,0.9392661,0.9521342,0.88329744,0.98049,0.9404353,0.96212167,0.9323842,0.9937436,0.9388052,0.99367845,0.96156263,1.0016218,0.98514813,0.975439,1.0195647,1.0530816,1.0692203,0.9884527,0.9858434,1.0121679,0.98318833,0.99709266,1.0542881,1.0291477,1.0441328,1.0782946,1.0504409,1.0238103,0.9584152,1.0129784,0.97411895,1.143884,1.113335,1.1143625,0.9948826,1.0908881,1.2058499,1.1515751,1.1973581,1.1638787,1.1573081,1.053213,1.1421506,1.1827656,1.1504947,1.1881988,1.2035029,1.1204139,1.0913881,1.0713712,1.039728,1.1124978,1.0938878,1.0564425,1.0319809,0.9554086,0.9414904,0.8990401,0.98298377,1.0719738,1.131528,1.1374424,1.0311159,0.8854532,0.86218846,0.86170816,0.7726817,0.7937237,0.82936215,0.8786072,0.9372547,0.9156,0.83856374,0.9390568,0.8628228,0.94557697,0.9574181,0.81273633,0.77787423,0.88036203,0.81671274,0.79695797,0.7054313,0.6038251,0.75744,0.6386192,0.5454461,0.0,0.6858271,0.5300321,0.7448294,0.74854934,0.76548386,1.1378152,1.0403079,1.0700015,1.055651,0.9898046,1.0193838,1.0394121,1.069487,1.0681779,1.1016603,1.1160731,1.1461135,1.145475,1.1620228,1.0629041,1.0890362,0.97809076,0.97380656,0.9556853,1.0472171,1.080415,1.0487456,1.0712929,1.0338914,1.0279535,1.0024658,1.0428305,1.0363435,1.0144739,1.1290923,1.0842724,1.0462415,1.1333072,1.1169786,1.1821462,1.1782426,0.9927538,1.0053467,1.0945176,0.9192593,0.9588877,1.122606,1.0568999,1.174669,1.1324339,1.1372087,1.1004385,1.1342723,1.0761582,1.0546293,1.082452,1.1007165,1.05723,1.1383009,1.1212865,1.0583951,1.055668,1.0893332,1.0773027,1.0836726,1.1453587,1.1380528,1.1109556,1.1099149,1.1310995,1.1289554,1.01678,0.9391062
melon,1.0151618,0.9974395,0.9485382,1.0508469,0.97633296,1.0491941,0.927269,0.9938562,0.91731256,0.98997164,1.0841349,0.99567735,1.0900568,1.0552819,1.0307277,1.1044827,1.0775925,1.0793865,1.0139768,1.0673171,1.0372092,1.0549982,1.0029769,1.030578,0.9994078,1.0349528,1.0335442,1.100102,1.0306101,1.0737512,1.0164014,0.9763061,0.93073773,1.1352084,1.0585693,1.0830657,1.0393721,1.0511262,1.1771255,1.1478655,1.15994,1.1010695,1.0760194,1.1015054,1.1436746,1.1699,1.0559427,1.0967884,1.1446862,1.0745211,1.0337127,1.0991682,1.143099,1.0868553,1.1175038,1.1349373,1.012783,1.0407357,0.9069746,1.0645494,1.0798314,1.1538595,1.1219101,1.1574641,1.0877305,0.74054134,0.8659144,0.8902884,0.8600463,0.87778217,0.81064886,0.9100965,0.88871753,0.96920335,0.86444974,0.89421785,0.91492635,0.92366177,0.8967507,0.61257356,0.7085656,0.72997904,0.81919837,0.73702407,0.67136455,0.713338,0.61111736,0.58079815,0.5496008,0.6858271,0.0,0.4912212,0.5947366,0.85281837,0.815671,1.1452868,1.0632066,1.1109252,1.0214764,1.100253,0.9923868,1.0180391,0.9027238,0.9739556,1.0000801,0.9867505,1.1211592,1.1028408,1.1052719,1.0263765,1.1021461,1.0411853,1.0240414,1.0148977,1.0475878,0.93404377,1.0083067,0.95449805,1.0092046,1.0579298,1.0363445,1.1001297,1.0483723,1.1220629,1.0988724,1.1274804,1.0212841,1.0733609,1.0788527,1.1671805,1.0925586,0.90844166,0.82648647,0.91869557,0.89359725,0.9969436,1.1266701,1.1892562,1.1257797,1.1658584,1.1347314,1.0850064,1.085922,1.0807182,1.0992535,1.0631536,1.151305,1.0949248,1.1349698,1.0356603,1.1324074,1.087042,1.1348476,1.1288735,1.1136817,1.2203989,1.1363868,1.0612104,1.1115103,1.089388,1.0818832,1.054755,1.1105567
apple,0.99254113,0.93531954,0.85565364,0.9299832,0.8957984,1.032562,0.95898443,0.8951896,0.86011803,1.0786593,0.95106256,0.83864844,1.0299265,1.0173603,0.97276866,0.9800492,0.98135376,1.0554279,1.0195086,1.0610812,1.0141361,1.0277575,1.0061975,0.98303837,0.97985077,1.0410445,1.0564469,0.99737716,0.9851831,1.0297558,0.97292775,0.9771129,1.000804,1.1856138,1.15549,1.1201173,1.0184226,1.0465904,1.1807128,1.1308935,1.1205099,1.061313,1.0996708,1.039701,1.0929832,1.1468546,1.0704151,1.1635276,1.1655499,1.1821938,1.0630482,1.0790557,0.9913929,1.0401623,1.0886036,1.102346,0.9926242,1.0703586,0.7312857,0.88813806,1.0130877,1.0700214,1.0686344,1.028184,0.9814036,0.7990426,0.94166315,0.929462,0.87737066,0.8908155,0.83924025,0.91479003,0.9575497,0.97554165,0.8890842,0.95000184,0.94747025,0.9790109,1.025457,0.6399016,0.7976755,0.884268,0.8761139,0.7392479,0.7350197,0.69347095,0.66449773,0.590184,0.56564754,0.5300321,0.4912212,0.0,0.5787499,0.76964027,0.8098112,1.1213269,0.94295883,1.092635,1.002666,0.9780064,1.0825487,1.0440218,1.0373127,1.0292666,1.1432837,1.1889662,1.1226363,1.0672859,1.1164916,1.0086751,1.0288745,0.9758972,0.9849699,0.9754371,1.1453612,1.1189784,1.1243274,1.1143606,1.1023991,1.085686,1.0249842,1.0723788,0.9974224,1.0335306,1.1123927,1.0887257,1.0648752,1.1419874,1.0948511,1.2685475,1.1715348,1.0645608,1.0475409,1.094858,0.89016235,0.94088393,1.1814046,1.1856413,1.1189331,1.1210397,1.0665635,1.2061689,1.166945,1.0887268,1.1333199,1.1051054,1.1606938,1.1850927,1.2259277,1.163317,1.1071178,1.0872033,1.0741906,1.1882997,1.1570705,1.142109,1.110052,1.1689613,1.1383194,1.1133097,1.0787973,1.078536,0.9195516
pumpkin,1.0313522,0.9436181,0.9600965,0.93774915,0.94241077,1.054533,0.9744771,0.9035939,0.9141176,0.96286577,0.97994435,0.93635786,0.99766374,1.0257386,1.0213417,0.9973653,1.0331604,1.0530224,1.0477163,1.0102055,0.9943425,1.0141218,1.0539007,1.0079632,0.98032343,1.0007466,1.0303043,1.0362802,0.9899978,1.0471953,1.061447,1.0876974,1.0550262,1.15287,1.0957108,1.138056,1.1428128,1.0600859,1.1868881,1.1380509,1.1389571,1.1024294,1.0671577,1.0350522,1.0795344,1.136609,1.0486479,1.1756902,1.1834882,1.0908914,1.0453155,1.0893935,1.068432,1.024832,1.0561647,1.0221208,1.0362797,0.94009554,0.86716104,0.95680565,1.0090599,1.063944,1.0526351,1.0057532,0.9968043,0.882147,0.996816,0.8865841,0.860307,0.95665795,0.8628702,1.0277988,1.0254563,0.9988662,0.84794635,0.8854201,0.9680006,0.9666943,0.90443426,0.85880303,0.8374797,0.9257145,0.93298966,0.821896,0.6777205,0.6665278,0.76709896,0.826512,0.688015,0.7448294,0.5947366,0.5787499,0.0,0.77993333,0.82982284,1.0709051,0.97647864,1.0799972,1.0077156,0.984826,1.0825611,1.0677837,1.0145077,1.0363147,1.0925415,1.1634457,1.0906742,1.0277581,1.0394449,0.9734973,1.0613649,0.9850188,0.9768263,0.91889334,1.0709921,1.0806262,1.0560938,1.0965102,1.1024351,1.0204573,1.0867898,1.0372051,1.0479615,0.96862507,1.1560957,1.0778301,1.0585228,1.1040981,1.0688624,1.1596726,1.1173929,1.078755,1.0518464,1.1045533,0.974996,0.9108737,1.0651171,1.111744,1.1313963,1.1156561,1.0733001,1.0439562,1.0026709,1.0933026,1.0701963,1.0137663,1.0874352,1.0142835,1.056186,1.1428871,1.1041026,1.024925,0.9892512,1.1242008,1.088021,1.113185,1.1322727,1.0610758,1.0843626,1.020101,1.1054933,1.0786873,0.95530736
flower,0.92622304,0.8167788,0.74714684,0.856555,0.53133893,0.82299185,0.82206595,0.8818905,0.9219953,0.93966067,0.9257047,0.94695413,0.98877627,1.0035497,0.9199809,0.9566783,0.9510239,0.9385692,0.93862915,1.0002712,1.0070796,1.0110193,1.0105313,1.0140938,0.99513525,1.0250082,1.0673414,1.0615991,0.9483131,1.0229242,0.9964915,1.0487463,1.0524876,1.1484227,1.1122108,1.1415647,1.1262102,1.1442802,1.0940001,1.0468358,1.1088014,1.1094781,0.96625936,0.96751106,1.1822782,1.1567225,0.9815795,1.0844073,1.081212,1.0342636,0.981053,1.0032158,1.0843627,0.9736935,1.0341692,1.0777675,1.096594,0.99595785,0.7746774,0.781434,0.9444121,1.0257612,1.1251905,1.1083024,1.0159003,1.0075123,1.0619184,1.0129173,0.97662616,1.044444,1.0128069,1.0715088,1.0696996,1.0907377,1.0713986,1.0449412,1.0249414,1.1197995,1.0130816,1.0274508,0.9695989,1.0462525,1.026215,0.9490915,0.7996466,0.8237195,0.88540196,0.9468519,0.84580624,0.74854934,0.85281837,0.76964027,0.77993333,0.0,0.57773197,1.0446715,0.9878469,1.0453044,1.0226686,1.0272441,1.0454572,1.0633394,1.0814165,1.033747,1.1032321,1.0764592,1.1348324,1.0176045,1.0309393,1.0023551,1.0157143,0.94512755,0.9124655,0.8797333,0.9617516,1.0472206,1.0082883,1.0425668,1.035224,1.0619613,1.0731117,1.0431218,1.1041459,1.0129533,1.1171734,1.0579686,1.0653582,1.0951923,1.0828404,1.1525674,1.0562863,1.0936302,1.180306,1.1467401,0.9523296,0.9153455,1.0640937,1.0881156,1.0982815,1.1071074,1.0791113,1.041289,1.0174094,1.0725672,1.1440153,1.1209099,1.0618132,1.0645261,1.1039641,1.0841753,1.0218289,1.0153143,0.9543045,1.0501856,1.0983078,1.0585972,1.1524011,1.0642471,1.0436978,0.97738874,1.1077842,1.0465482,0.8448191
plant,1.0979441,1.0020698,0.86102635,1.0406777,0.7569231,0.8401289,0.8520111,0.90833616,0.9814349,0.9830258,0.9989219,0.94523805,0.9988803,1.0322509,0.9362734,0.913147,0.92354876,1.02696,0.9865732,1.1588901,1.0538386,1.042033,1.0496616,1.016175,1.0065262,1.0506397,1.0870177,1.0603068,1.0550426,1.0564355,0.994381,1.0438501,1.0215448,1.0938615,1.11656,1.1586921,1.0811235,1.0598044,1.0962881,1.0882941,1.103441,1.0665435,1.0565952,0.98254794,1.0833112,1.0567139,0.92127955,1.0553278,1.0960639,1.0653782,1.0063523,0.9846891,1.0874652,0.9718943,0.99493253,0.99588305,1.0397451,0.93578285,0.66902035,0.66370654,0.86989903,0.9798056,1.0143536,1.0304716,0.9310942,0.88536066,0.9880096,0.96903414,0.9665754,1.04952,0.99631506,1.0761193,1.0612674,1.0218215,0.98834336,0.97643554,1.0494684,0.9479658,0.922427,0.9388777,0.81979465,0.89069265,1.0118006,1.0144458,0.74671984,0.70229876,0.7744491,0.9299018,0.7971536,0.76548386,0.815671,0.8098112,0.82982284,0.57773197,0.0,1.1154221,1.0066211,1.1062366,1.0831537,1.0786572,1.0651655,1.0159893,1.0073054,1.1152037,1.1749314,1.0803957,1.0620481,0.99352646,1.0202239,0.9015447,0.9992049,0.7199653,0.8478852,0.971484,1.0837333,1.0231192,1.105292,1.1125327,1.1097525,1.0165099,1.0633153,0.8929881,0.958047,0.9861076,1.1054028,1.0234377,1.0679406,1.040637,1.1353686,1.1227969,1.0406202,1.0215927,1.1540041,1.1248035,1.0463125,1.0525769,1.146898,1.097105,1.093683,1.094625,1.077952,1.1356096,1.1562943,1.0444053,1.0799996,1.0422645,1.084382,1.0988216,1.0837479,1.1709619,1.1125396,1.1450138,1.0077703,1.1389613,1.0817717,1.1144456,1.197702,1.1168556,1.1038314,1.0364672,1.0513825,0.9971445,0.9152744
glasses,1.0959945,1.1004839,1.1579437,1.0516267,1.0430017,1.061586,1.080195,1.0816753,1.0597882,1.1039779,1.0814354,1.0722764,1.0697352,1.0287174,1.0700308,1.0811546,1.0578259,1.0852534,1.0060217,0.9157406,0.96101516,0.9576475,0.9439364,0.9844169,0.99844277,0.95140934,0.92155284,0.8797577,0.6834879,1.0123997,0.9103423,0.96493554,0.9851079,1.1096112,1.107138,1.0765989,1.1845737,1.10186,0.9637628,1.044265,0.9925753,1.0224504,0.96766216,0.94004124,1.0049577,1.0484841,0.9923973,0.9685075,0.86992204,0.9194467,1.0462253,0.99916846,0.9733975,1.034497,0.96026605,1.0387348,1.1464753,1.0716113,1.079237,0.92279243,1.0955591,1.0347968,1.076652,0.9587592,0.98080283,1.1590455,1.0815057,1.0249453,1.112454,1.0675356,1.0598884,1.0546023,1.00757,1.068613,1.1643077,1.1445051,1.0739219,1.086295,1.094147,1.2011049,1.1117483,1.0757474,1.0672599,1.0595179,1.1374352,1.1264833,1.1233042,1.0881028,1.1404393,1.1378152,1.1452868,1.1213269,1.0709051,1.0446715,1.1154221,0.0,0.81802607,0.84176403,0.8697842,0.931288,1.0075125,1.0751868,0.9522777,0.881298,1.013637,0.94301367,1.0957332,1.0519496,1.0380267,1.0846684,0.9364199,0.99079543,0.96122193,0.9261734,0.8699839,0.99369824,1.0334406,1.033054,0.8858385,0.99251163,1.0458913,1.1186334,1.0840807,0.96735036,0.93079233,0.9942602,1.0081294,0.9584924,1.0274602,0.9463877,0.9794632,1.0290403,1.1364415,0.95457053,1.0030675,1.0241777,0.9818172,0.8709707,0.8545936,0.8393585,0.86314535,0.8958163,0.86581135,0.8142105,0.81102145,0.76188594,0.88065964,0.93680084,0.818933,0.82553935,0.7290338,1.0167344,0.99651414,0.83822215,0.9902422,0.77833843,0.6989199,0.774353,0.803113,0.95489895,0.9319292,1.0659187,0.98256963
book,1.023302,1.0686436,1.0707798,0.9637376,1.0059232,1.0590452,1.0502975,1.048988,1.0302913,1.0645591,1.0337411,1.0433629,1.0524424,1.0088161,1.0218858,1.032815,0.9990106,1.0095414,0.98094493,1.0249025,1.0150915,0.99042904,0.8669021,0.8724272,0.8839122,0.94787663,0.9204792,0.87980795,0.91846335,0.98370194,0.94561124,0.976189,1.0093095,1.0443888,1.0695348,1.1008949,1.0623996,1.0217297,1.0056379,1.0134922,0.92865807,0.9645409,0.96255344,0.9879965,1.1157805,1.1077709,1.0938625,1.1063459,1.0373303,1.0164212,1.0574201,0.9654319,1.0125576,1.0642526,1.0024016,0.93983936,1.0375315,0.9583454,0.9290577,0.9356366,0.9679712,1.1161733,0.9888717,1.0246699,0.9050954,0.99035484,1.0579772,1.0159531,1.0395228,1.0615473,1.0594393,1.027813,1.0429573,1.0295546,0.99005395,1.0346291,1.0494295,1.0845165,1.02702,1.0253569,1.0163825,1.067577,0.97967076,0.99543905,0.9989926,1.0379891,1.055194,0.9890023,0.9856331,1.0403079,1.0632066,0.94295883,0.97647864,0.9878469,1.0066211,0.81802607,0.0,0.68772686,0.7232172,0.751889,1.0393722,1.0249854,0.89988536,0.9030916,1.0232024,0.97955716,1.0284421,0.8939543,0.95140874,0.9847308,0.9558188,1.0090696,0.921078,0.7977016,0.9554164,1.1265142,1.1139094,1.0656698,1.0315541,1.0357666,1.0478176,1.0313914,1.0046914,1.0757523,1.0628679,0.95127726,0.7804199,0.9167197,0.96534044,1.0438203,0.9756299,1.0235394,1.0599598,1.0060968,0.94524795,0.9808489,1.1065887,1.1531041,1.090636,1.1334803,1.0481807,1.1087494,1.0783515,1.1338866,1.1023399,1.0339928,1.0374707,1.0878383,1.079408,1.1789571,1.0341697,1.0217102,1.0129241,1.0627569,1.1368697,1.0827644,1.054614,0.9760649,1.0543656,0.9820177,0.9851328,0.933141,0.83085346
pen,1.0008624,1.0424027,1.0962048,1.0383432,1.0281605,0.98570323,1.0509448,1.0624529,1.0274098,1.0709445,1.0208354,1.1209627,1.0872769,1.0715464,1.0560896,1.1026002,1.0914906,1.0555003,1.0536702,1.0184808,1.0598375,1.0602211,0.8357619,0.89027154,0.91318685,1.0343529,1.0591232,1.0279162,0.9165221,1.0174396,0.9819001,0.9956449,1.059446,1.0229943,1.0599957,1.0310359,1.0688717,1.0897435,1.0856252,1.1045294,1.0905161,0.9609189,1.0636835,1.0969194,1.0217476,1.135257,1.056435,1.0175741,1.0282744,0.8909565,1.0566583,0.9306729,0.9787065,0.99887025,1.0022086,0.970513,1.0528278,1.0469495,1.0629624,1.0674081,1.0059785,0.94747066,1.0399241,1.06903,0.98012155,1.1064329,1.1147552,1.1027993,1.1231468,1.036044,1.2084452,1.0751827,1.1420128,1.0741233,1.1792985,1.1491071,1.1003758,1.0792924,1.1880832,1.1183748,1.0966599,1.0781872,1.0756739,1.1017501,1.1158277,1.082701,1.0908983,1.0608158,1.0968461,1.0700015,1.1109252,1.092635,1.0799972,1.0453044,1.1062366,0.84176403,0.68772686,0.0,0.27576673,0.44054878,0.81804407,0.79685605,0.7367984,0.66376066,0.6953484,0.8082311,0.9955437,0.93043536,0.8917314,0.7838901,0.62496436,0.82466024,0.9847111,0.9524397,1.0190581,1.0906447,1.131305,1.0683638,0.8924478,0.9001532,0.9057654,0.99378586,0.93258953,1.0632466,0.9602733,0.9664628,0.7249648,0.9299039,1.1021069,1.1046175,1.0421382,0.91990554,1.044541,0.8994346,0.9188955,0.9454012,1.0540975,1.0745946,0.97385013,0.9530146,0.9987448,1.0386693,1.0817772,1.0124551,0.984611,0.99644595,0.8806664,1.0674632,1.1077856,1.132338,0.9804185,0.9864662,1.0064054,0.988907,1.115428,0.91771597,0.92201495,0.96584356,0.82546663,0.9195621,0.91046107,1.0147375,0.99927574
pencil,1.0429525,1.0750821,1.0984839,1.0789864,1.0543174,1.0262207,1.0906367,1.0621114,1.0274386,1.0801891,1.0303375,1.10488,1.0539775,1.0336298,1.0075461,1.0886722,1.102948,1.1226568,1.1331489,1.0599586,1.065772,1.0669549,0.8512349,0.93986326,0.9378381,1.1089929,1.0905354,1.0283414,0.97648185,1.0174841,1.038172,1.0442083,1.027216,1.1165203,1.0949894,1.1066808,1.0965296,1.1281755,1.1312941,1.1436865,1.1239406,0.9577216,1.1024871,1.084694,1.0527215,1.1267133,0.9752953,1.0177635,0.9789992,0.9548806,1.0760586,1.0645832,1.0103707,1.0001808,1.0198685,1.0029387,1.094877,1.000642,1.0524042,1.0382713,1.0139493,0.9262913,1.0343975,1.0329975,0.93140274,1.0384684,1.0567976,1.0728886,1.0182052,1.0104098,1.1406997,0.99847853,1.1107408,1.0978413,1.1746787,1.0367367,1.0477964,1.016515,1.1293015,1.0557673,1.0614742,1.0499291,1.1059868,0.9980609,1.0437571,0.9584609,0.99783105,0.9457693,1.0298142,1.055651,1.0214764,1.002666,1.0077156,1.0226686,1.0831537,0.8697842,0.7232172,0.27576673,0.0,0.30368537,0.8161452,0.764911,0.8370997,0.67293555,0.7189708,0.80167973,1.0660323,0.88946897,0.8390217,0.78798634,0.59067714,0.73804176,0.95256495,1.0040363,0.97970647,1.0047714,1.0979458,1.0616815,0.929735,0.944784,0.91429275,0.9227951,0.899524,1.0343741,1.0203991,0.9648614,0.7609811,0.9354428,1.0976933,1.1105498,1.0260181,0.820711,1.0806541,0.85605246,0.9307781,0.9331769,1.1175272,1.1180962,1.0773203,1.0594828,1.1332366,1.1025189,1.0917213,1.0781422,1.0412624,1.0697651,0.9632747,0.99882257,1.0682744,1.1573635,0.99959797,0.9158727,0.98128504,1.0181727,1.0584522,1.0349901,1.0160837,1.0327797,0.9554415,0.94173014,0.95508707,0.98300445,1.0060298
