,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jar,1.09437,0.9719296,1.0566852,0.89264166,0.8250027,0.99333066,0.6879035,0.9758063,1.0244458,1.191115,1.0944207,0.9727724,1.0726507,1.0586782,1.1605988,0.98361397,0.5828489,0.75281906,0.8574008,1.0111737,1.0816321,0.5973644,0.85780156,1.1249924,1.3007995,1.1530836,1.0319234,0.90681016,0.7777673,1.0107752,1.0836358,0.8782902,1.0870042,0.9786978,1.0642247,1.0160543,1.0593289,1.181769,0.9703104,0.7302481,0.784112,0.8816163,0.6370286,1.0029982,0.96099144,1.0591456,1.2686399,0.85911375,1.0773611,0.94171435,0.9871215,1.2126179,1.0823189,1.2512565,0.90116245,1.1066297,1.053526,0.9725774,0.58897233,1.1316125,0.9994667,1.0639583,1.0637262,1.0596652,0.96089524,1.156299,0.86242074,0.92573714,0.9298208,1.0758457,0.0,1.1688845,1.0499226,0.9729,0.806984,1.1206646,0.97300905,1.0897673,1.0150309,1.1299742,1.1615305,1.1284052,1.1088753,0.7556827,1.052807,1.0927187,1.1116129,0.9341482,0.956879,1.0769262,1.1607176,0.99162924,1.1528918,1.1803672,1.1276839,1.1379056,1.0168349,0.87818694,0.9998762,0.9827858,0.9175134,1.0587573,0.74637735,0.6995251,1.1033152,0.79316163,0.82750046,1.0100857,1.1098493,0.9572416,1.0378768,0.83845484,1.1826283,0.9011989,1.1385598,1.0574274,1.0140642,1.1164411,1.10361,1.0442868,1.1338279,1.0225645,1.1754736,1.0717946,0.8579718,1.0551102,0.9073428,0.8658463,1.1689297,1.2225657,1.1658287,1.0785077,0.87643677,0.93207604,0.96725416,1.1190486,0.79739517,1.1195801,0.9277245
jeans,1.0798516,1.3991641,0.4945966,1.2148536,1.3949666,1.3305873,1.2782013,0.66489244,0.6216965,1.1824502,0.5366192,0.6522018,1.0229589,0.59219295,0.8775485,1.0611002,1.5279217,1.3109148,0.962556,1.4626268,1.0702608,1.2073977,1.2590036,0.99060994,1.220733,0.67041516,0.6559502,1.063611,1.4522669,0.6711603,0.6750057,1.2575295,0.95546585,1.2933018,1.1850047,0.50329524,1.0989387,1.3911297,0.6587968,1.5046941,1.2133775,1.1673913,1.2353128,0.80700475,0.82856107,0.5176393,1.1533538,1.2301319,0.61169446,1.3212065,0.8880271,1.0850462,1.0443604,1.3998597,1.5399612,0.95312554,1.3136821,1.2335701,0.90147686,1.2824471,0.7585129,0.81967187,1.2853137,0.8167478,1.0403528,0.6692718,0.9807638,0.9263816,0.8253447,0.36337125,1.1688845,0.0,1.3472519,0.92518985,1.3382564,1.1190075,1.0659364,0.9775904,0.75602037,0.9740754,1.1054536,0.89507574,1.3988459,1.2516048,1.2964053,1.2235329,1.2007223,0.7785953,0.92815083,0.36775374,0.107583165,0.8523277,1.4125655,1.3955956,1.3150679,0.72922444,0.92344147,1.3626264,1.5320853,1.2398027,1.0478721,0.96839726,0.63597304,1.355751,1.1612037,0.8578972,1.4039274,0.7746793,0.40270787,1.4148571,0.3849159,0.8566153,0.14579761,0.9555389,0.9392735,0.8928843,0.78611696,1.2944634,0.89086694,0.9071113,1.273103,1.3906145,0.89181155,1.4025027,0.8023701,0.33953702,0.5602232,1.3645017,1.1904104,1.0784173,0.85752964,1.2129315,1.4592806,0.9611151,1.0388155,0.77091193,1.1746576,1.2506527,0.9998855
knife,1.1799104,0.8739274,1.3019034,1.0835867,0.83601016,0.75834,0.6841384,1.2344146,1.3318238,0.59667414,1.2775909,1.3428981,1.0342369,1.3365211,1.17851,0.8538144,0.5215124,0.58936846,1.0271306,0.6039318,0.832453,0.7225901,0.65546155,1.1084567,0.79796886,1.2654817,1.0900801,1.1357685,0.776844,1.3949798,1.2072599,0.8860207,0.866562,0.92888975,0.7490437,1.3141851,0.99854416,0.4857396,1.2594337,0.4283415,0.9272007,0.92356503,0.8557117,1.2588464,1.0872014,1.1565355,0.9456773,0.9514262,1.1386209,0.83512074,1.3507769,0.79753083,1.2090952,0.8167904,0.5385303,1.0080012,0.38222098,1.0792389,1.328201,0.66614246,0.98600537,1.0852996,0.8506763,1.3204172,1.1755505,1.1511173,1.1267505,1.0061625,1.0344784,1.4155555,1.0499226,1.3472519,0.0,0.9822747,0.63980913,0.8025943,1.1437012,1.1572164,1.2489346,1.1244575,0.9628461,1.2054181,0.7480619,0.5996526,0.66168547,1.0112214,1.0254833,1.1425142,1.3062832,1.3852458,1.3192446,1.1728672,0.3066811,0.347113,0.8745607,1.0329527,1.058279,0.6021483,0.3264475,0.973216,1.1923897,1.0652533,1.1804612,0.7055173,1.0966988,1.1263587,0.67712337,1.1322131,1.3002173,0.4744007,1.4401072,1.1075306,1.3027328,0.77879965,1.0609335,0.84280753,1.3687332,0.57407653,1.114086,1.00154,0.75556684,0.37600172,0.9887591,0.73422545,1.2331457,1.4343487,1.2940894,0.8053057,0.8544669,1.0674671,0.90610105,0.4891429,0.7613344,1.043763,1.0631809,1.0925597,0.63661444,0.70232594,1.0938264
ladder,1.1274529,1.2504966,0.93841285,1.1393262,1.1723744,1.2324177,0.7797157,0.8351916,0.84197104,1.0732903,0.6693859,0.97825515,1.136618,0.96235245,1.049095,0.886073,1.0527136,0.9456047,0.68460983,1.1831964,0.9439855,0.8433604,1.0079305,0.966579,1.2424624,1.0085912,0.53617,0.8908298,1.1247449,0.8828072,1.0555533,1.1388528,0.97651416,0.97506154,1.1644608,0.70603186,0.9066485,1.2134595,0.65916926,0.9963476,1.0249578,1.0514499,1.1686153,0.7254833,0.6605191,0.9720497,1.1561908,1.1366951,1.0750904,1.2292199,1.0667479,1.1647687,1.1214507,1.2631255,1.1450195,1.0562036,0.93166333,1.2006791,0.8665186,1.2163,1.0758734,1.0409237,1.1727376,1.0079547,0.9881748,1.0438749,1.1591294,1.0427078,0.82487255,0.9140075,0.9729,0.92518985,0.9822747,0.0,0.8672108,0.9579374,0.9443728,1.1210092,1.0279152,0.9693815,1.1172358,0.9804736,1.2670603,0.903617,1.1712887,1.1697594,1.2967103,0.7802464,1.026807,1.0150985,0.90155596,0.8945424,1.1141156,1.1117212,1.261405,0.9236647,1.0192579,1.0280175,1.0953453,0.9964775,0.965016,1.0581957,0.7450761,0.8952255,1.1043049,0.6858716,1.0145682,0.9263039,0.85167664,1.1385452,0.9736133,1.0635188,0.89617676,0.67261064,0.83420235,0.79260933,1.0645709,1.2622883,0.9485834,0.93782574,1.043452,1.1252083,0.94533575,1.3125976,0.7925566,0.9275689,0.6994008,1.2654581,1.2096044,1.2210246,0.97647643,0.9225622,1.2535183,0.8329477,0.8832582,0.9658129,0.6894442,1.278214,0.80575573
lamp,1.1892624,0.89758617,1.2350936,1.0325584,0.70315516,0.8813702,0.69372654,1.1354818,1.2601566,0.82753044,1.3134322,1.2510455,1.0877857,1.323637,1.1649141,1.0090886,0.573581,0.80665267,1.1072754,0.8475337,0.6291895,0.8383407,0.7759187,1.1474692,1.0637206,1.1543233,0.9359944,1.1529346,0.6355272,1.205092,1.1353605,0.96446073,0.9153466,0.8570211,0.9638575,1.1676928,1.0759767,0.71403885,1.1774087,0.5537671,0.91703504,0.9847432,0.92621225,0.91616344,1.0963348,1.2274208,1.0075374,0.85530555,1.120365,0.899425,1.210734,1.0525578,1.132328,0.9171628,0.6549722,1.0993888,0.52598685,1.0729715,1.2142662,0.8951537,1.2616985,1.0580791,1.0583441,1.2278186,1.121983,1.2843462,1.1396545,0.99320686,0.875291,1.322793,0.806984,1.3382564,0.63980913,0.8672108,0.0,0.9093467,1.1228577,1.2290924,1.1994495,1.2679152,1.1592923,1.2385933,0.8970215,0.6779464,0.70266676,0.96260065,1.0329615,1.023771,1.1157792,1.3669144,1.3126745,1.1311638,0.5643702,0.57975143,1.0061126,1.2294973,1.2293226,0.6212182,0.7225987,0.87923145,1.0229536,1.0750356,1.1112155,0.6208238,0.89922756,0.88692343,0.78772855,1.1731713,1.3373524,0.60986006,1.2856827,1.0962887,1.3764224,0.76408744,0.8154403,0.8925085,1.1991787,0.85931087,0.87610185,0.98892426,0.74178684,0.6846653,0.87744373,0.92735326,1.0848581,1.2964085,1.2017252,0.8045933,0.975328,1.2841663,0.925772,0.72268146,0.87874806,1.1777225,0.9150777,1.2589248,0.40190113,0.94102293,0.85015035
leg,1.1050853,1.0655975,1.2438955,1.1447294,1.0539926,0.8661798,0.9581251,1.2041397,1.2537367,0.8080565,0.9902204,1.172992,1.0751319,1.1937063,1.0935827,1.1159025,0.9499288,1.0580667,1.1893692,0.79946303,1.022826,0.90615195,0.7748202,1.1165943,0.93590677,0.98038965,1.0420249,1.092316,1.0358663,1.2835157,1.0308658,0.9387307,0.7515391,0.8902189,0.76885706,1.2005347,0.93137616,0.8380097,1.2164911,0.89667916,1.1452031,0.9454487,1.0204384,1.0923471,1.1154467,1.1802095,0.73560864,1.0706134,0.9574901,0.816605,1.1700288,0.8687578,1.1216011,0.8479725,0.85611475,0.8399237,0.6916631,1.0572457,1.1768141,0.67234015,0.95453346,0.8708662,0.906167,1.0330564,1.2083147,0.9926449,0.98886585,1.0096507,0.9938746,1.1890095,1.1206646,1.1190075,0.8025943,0.9579374,0.9093467,0.0,1.0626149,0.9766552,1.140869,1.1052594,0.83976424,0.8605055,0.91788185,0.9483766,0.74067175,0.8920694,1.0644287,1.0909257,1.1000319,1.2049991,1.0747988,1.17418,0.77540267,0.8071819,0.9000956,0.97489583,1.0849301,0.8521849,0.89178056,0.979546,1.0571594,0.98131543,1.2248789,0.9836067,0.9771868,1.1808993,0.9371986,0.950239,0.96316946,0.8533095,1.2206013,0.9924007,1.031042,1.0020782,1.0010926,1.0124799,1.2169697,0.78581846,1.0269145,0.9698054,0.9068817,0.79300386,0.95620644,0.9016438,1.2491304,1.2854631,1.2057453,1.0535922,0.8167046,0.9414119,0.9692006,0.75281817,1.0788059,1.1112602,1.0122983,1.0761731,0.98319143,0.85141057,1.0315728
meat,1.0170387,1.11501,0.89466524,1.0527204,1.1363933,1.0783516,0.9875356,0.93319505,0.9491165,1.2873678,0.9503733,0.94136196,0.84477705,0.9481927,1.0578974,0.96138626,1.1283791,1.0711693,0.91019917,1.0591056,1.0942777,1.0722597,1.1920716,0.89772034,1.1014519,1.04903,1.0022736,0.7550198,1.0274556,0.9331845,1.039778,0.986672,1.0328801,0.9481673,1.1072572,0.9575122,0.75034726,1.2588868,0.8803129,1.1882911,0.78616524,0.97186506,1.0068815,1.0205666,0.98137194,1.0297606,1.1437948,1.0468556,1.1000288,1.0839401,0.9332248,1.1468786,0.97774255,1.0785369,1.0758266,1.0025221,1.1065468,1.1056854,0.7469877,1.2589107,1.016942,1.1680603,1.0297157,0.9126845,0.68248606,0.9607319,1.0536149,1.011139,1.051122,1.0031838,0.97300905,1.0659364,1.1437012,0.9443728,1.1228577,1.0626149,0.0,1.041452,0.87002796,0.87481964,1.1521271,0.8281225,1.1744683,1.069007,1.2558124,1.1241214,1.1688792,0.8809228,1.0108138,0.92709965,1.1100135,0.8894323,1.2287846,1.250537,1.1306254,1.0418537,0.8130474,1.1589873,1.1523323,0.9410386,0.82404494,0.90376467,0.9094008,1.0071237,1.0436088,0.9343729,0.9170124,0.8686569,0.9460788,1.1739213,0.9005,1.025131,1.0632793,0.9100566,1.1032145,1.0349768,0.9965402,1.2976632,1.0718377,0.9596458,1.2257495,1.2257,1.0551833,1.0896623,0.7972235,0.9400891,0.83478475,1.1667737,1.1608443,1.0580212,0.9684656,1.1669347,1.1602612,0.8190832,0.9557761,0.9503702,1.104919,1.2674125,0.9635665
melon,0.64418054,0.6448321,1.0095655,0.8206613,0.8325022,0.694869,1.2116544,0.97029346,1.122401,1.0219632,0.99976933,1.1407927,0.9070168,1.021554,0.95160884,1.1634908,1.1570941,1.0512769,1.0940158,0.9493388,1.0201813,0.9447743,1.1106008,1.025834,0.8041531,1.0504754,1.1410747,0.90343344,1.1554282,1.079185,1.0820827,1.0007331,0.97373444,0.7802093,0.76983476,1.1123662,0.8236259,1.0446004,1.1528596,1.220681,0.9765091,1.1694089,1.0838776,1.0800881,1.0147895,1.0998204,0.8092421,0.9669841,1.1129327,1.0185789,1.0618236,1.06481,0.99868,0.7699914,1.2001176,0.9338895,1.0730467,0.7185229,0.9245449,1.0850723,0.8393516,1.0796894,0.7726367,1.0486461,0.8844474,0.8638297,0.9153301,1.2253277,0.9524113,0.9794997,1.0897673,0.9775904,1.1572164,1.1210092,1.2290924,0.9766552,1.041452,0.0,0.7936381,0.9423297,0.9274766,0.7793379,1.1104932,1.0240455,1.0799624,0.93241966,1.0658389,1.068422,1.0541514,1.1005782,0.985419,1.1102977,1.1506466,1.1092217,0.7804098,0.9454295,1.0467482,1.1440156,0.95939404,1.1233498,0.751485,0.9335754,1.1004024,1.2422891,0.9298407,1.1161342,1.2103112,1.031024,0.94005835,1.030652,1.1181856,0.9879457,0.9682354,1.0958124,1.0803969,0.9088696,0.98570603,1.0455456,1.0591769,0.99616617,1.0777951,0.9610437,0.98550016,0.90985966,1.1240447,1.0139196,1.0756345,0.892037,1.013699,0.7948697,0.82167304,1.040027,0.9023661,0.86423635,1.1467934,0.9303351,1.232248,1.0989624,1.1820045
mitten,0.81454164,1.0806473,0.6349591,0.9260768,1.0674744,1.0376183,1.1681219,0.89899564,0.8888757,1.3916752,0.9114692,0.7883945,0.8205567,0.7000389,0.9032116,0.85690266,1.3101656,1.1015998,0.86497307,1.3008579,1.1513128,1.0571023,1.3444108,1.1393335,1.1787943,1.1802839,1.0717458,0.8991844,1.1885337,0.98449075,0.9192838,0.9379824,0.9005735,1.0978482,1.0224969,0.954179,0.87843335,1.3270078,0.93162364,1.39211,0.99281025,1.1222227,0.9263257,1.0620533,0.8659592,0.77891296,1.2394186,0.96748096,1.0407346,1.3211713,0.9470031,0.9846872,1.003367,1.115838,1.2685058,0.98460436,1.180173,0.8254343,0.7133135,1.355495,0.28900743,1.0387717,0.842492,0.96252716,0.80865896,0.544391,0.78583276,1.0535368,0.8873985,0.8205222,1.0150309,0.75602037,1.2489346,1.0279152,1.1994495,1.140869,0.87002796,0.7936381,0.0,0.99213237,1.1386682,0.62987304,1.3155096,0.9664092,1.3185976,1.1072863,1.1342694,1.0013126,0.8760632,0.7776803,0.9123594,0.78994155,1.3118496,1.2982054,1.2472111,0.79994833,0.880368,1.2704244,1.3607092,1.0655593,0.72166437,0.9432421,0.76827633,1.124072,1.0873691,1.1111741,1.0163244,0.83300126,0.7652315,1.1648088,0.9169008,0.66763675,0.88832253,0.9525585,1.2986,1.112846,0.8414443,1.3126533,1.0723335,0.7496612,1.3599873,1.1398158,1.0584579,1.1125815,0.78574085,0.8717039,0.89267457,1.1429648,1.061553,0.9792198,0.72378945,1.0414876,1.0007468,0.79423654,1.0788943,1.1382692,1.1926916,1.325582,1.1647172
motorcycle,0.70286775,1.0817835,0.99013656,0.9006837,1.0904038,1.1647806,1.0926145,0.9214266,0.8647061,1.1666045,0.807286,0.97922444,0.63828266,0.79467756,0.88008434,0.98675156,1.2187088,1.1335115,0.89658,1.1940607,1.1713426,1.1589832,1.1904559,0.35267943,1.0550464,0.8551783,0.9812213,0.9477026,1.0534272,0.7988286,1.1370986,1.0952425,1.105729,1.1296163,1.1409353,0.86261946,1.0938253,1.1773739,0.8198208,1.2475629,0.89900243,1.0383893,1.085337,0.95362705,0.9255087,1.0722649,1.1387898,1.1328362,1.1371673,1.0198532,0.8881579,1.21328,0.72699285,0.9070969,1.1475723,1.1179932,1.2576244,0.8688158,0.7069375,1.1787941,0.9669451,1.12011,0.8966113,0.9152659,0.9134116,1.0879338,1.147085,1.0651604,0.98073816,0.88153493,1.1299742,0.9740754,1.1244575,0.9693815,1.2679152,1.1052594,0.87481964,0.9423297,0.99213237,0.0,1.0307984,1.0162334,1.1270881,1.2184782,1.2901378,1.1041385,1.1119646,0.95396334,0.9712545,0.89179826,0.9980664,0.9861548,1.2047069,1.1961361,1.0119079,0.8576725,0.81792814,1.1837646,1.1079179,0.9481457,1.0645471,1.1471183,0.83983177,1.1010344,1.045516,1.0495483,1.0508476,1.0420318,0.88376004,1.1511233,0.90626526,0.87259126,0.9280965,1.1510457,0.91995597,1.0615001,0.89049697,1.184129,1.0206114,1.0342246,1.1826503,1.2375228,1.1233243,1.2049446,0.6715872,0.9162454,0.908517,1.1105361,1.2275842,0.79494077,0.9162239,1.0789126,0.9690697,0.95272714,1.015002,0.42809057,1.1875945,1.2116107,0.93944293
mouth,1.0379177,0.8852884,1.1964021,0.99238694,1.066681,0.82937473,1.2028905,1.3451946,1.3238107,0.6575451,1.1149551,1.304179,1.1566064,1.3557074,1.1070507,1.168871,0.9479903,1.0967525,1.2281024,0.7998676,0.87023515,1.036241,0.7497437,1.0673993,0.58204263,1.0812762,1.1582613,1.1613389,1.1611446,1.124704,1.055936,0.95961636,1.078441,1.0850272,0.8195025,1.1922157,1.0140952,0.72561777,1.3190782,0.87899673,1.246271,0.8768388,0.88927764,1.1667707,0.98584336,1.1828012,0.6428307,1.0016171,1.1004319,0.79055405,0.90562415,0.42957795,1.0508575,0.7826801,0.9180475,0.57910967,0.82427156,0.9972662,1.2049841,0.31621104,0.9707469,0.9578073,0.87082744,0.7256249,1.1796986,0.7352971,0.8215184,1.1374503,1.150457,1.1283238,1.1615305,1.1054536,0.9628461,1.1172358,1.1592923,0.83976424,1.1521271,0.9274766,1.1386682,1.0307984,0.0,0.7704112,0.63316905,1.1262475,0.5370568,0.87422496,0.7128766,1.1090679,1.168163,1.215173,0.9680887,1.1978874,0.8299582,0.81236625,0.7575625,1.0474973,1.170954,0.8714377,0.8874132,1.132168,1.1921823,0.9356064,1.2956201,1.0814478,1.1211919,1.1682799,1.0078348,1.1565604,0.89720213,0.9779794,1.1317331,1.1739898,0.943576,1.033024,1.0353312,1.1906966,1.319665,0.53152955,1.2412605,1.149454,0.79219663,0.75273734,0.8719617,0.7474576,1.283354,1.1581134,1.3657918,1.027283,0.35021585,0.6451694,1.1186929,0.9825455,0.94976836,1.2042334,1.1916689,0.9855682,1.0374438,0.4013471,1.1572719
muffin,1.0674099,0.9992785,0.7156278,0.9926127,1.1483089,0.82915896,1.3507452,1.1152096,1.2428532,1.1078782,0.9355347,1.0308194,0.9757581,1.1320409,1.0551049,1.2121038,1.2502794,1.1521965,1.2234031,0.9156601,1.1479727,1.1392237,1.1259977,1.1387024,0.84228194,1.0079572,1.1097058,0.84556586,1.24482,1.1079203,1.041499,0.95384103,1.1470177,0.90274733,1.1224161,1.0873796,0.7710735,1.234484,1.2468445,1.2676892,1.0767369,0.9437953,0.9672206,1.1541836,0.8540987,0.9760342,0.83316195,0.8556997,1.0723766,1.0969503,0.92401206,0.6779983,1.1198758,0.9797917,1.1366583,0.64020944,0.9832989,1.1059675,0.89222,0.92505276,0.6408757,0.98185915,1.018718,0.7889601,0.83061457,0.3942861,0.91020024,1.0284669,0.9589963,0.97313106,1.1284052,0.89507574,1.2054181,0.9804736,1.2385933,0.8605055,0.8281225,0.7793379,0.62987304,1.0162334,0.7704112,0.0,1.0273249,1.0396143,0.9983818,0.87066823,0.9284357,1.0504094,0.97525775,0.9845577,0.87233025,1.0932152,1.2264653,1.2089202,0.9379765,0.9206848,1.0597483,1.2083805,1.1770432,1.0706993,0.76222104,0.7661921,1.0758492,1.1954062,0.94956875,1.1825513,1.0989649,0.9274432,0.7095252,1.2587296,0.9452001,0.9586175,0.77301145,0.98661053,1.2268089,1.0316972,1.2002977,1.082919,1.1288636,1.0899942,1.2226002,1.0526026,0.9750303,0.8553326,1.0641139,0.9495372,1.0731149,1.190723,0.68042004,0.75563884,0.9713412,1.0522984,1.2641177,0.9508129,1.1248066,1.0756323,1.251458,1.0078465,1.182714
nail,1.1652269,0.5249713,1.3513049,0.8899926,0.76154554,0.67508835,1.1567711,1.3892385,1.3995953,0.54613674,1.4035916,1.3509865,1.1237553,1.4735932,1.1970682,1.1845235,0.5012038,0.94421303,1.4226111,0.507116,0.8700418,1.0975065,0.6546189,1.0822748,0.43398,1.1026927,1.3566439,1.2502503,0.8177984,1.2242236,1.1051748,0.9047099,1.1114323,1.042087,0.85244906,1.3232658,1.1662679,0.3139344,1.469308,0.4929564,1.0760273,0.8029202,0.8662871,1.2558547,1.2757211,1.257694,0.691326,0.79575956,1.1438062,0.6505245,1.1124108,0.46161044,1.0250018,0.4463873,0.47225213,0.816301,0.73960704,1.10791,1.4423532,0.35519975,1.2552938,1.0516157,0.821362,1.0881152,1.2542852,1.1173388,0.9762728,1.0506494,1.3088564,1.3616143,1.1088753,1.3988459,0.7480619,1.2670603,0.8970215,0.91788185,1.1744683,1.1104932,1.3155096,1.1270881,0.63316905,1.0273249,0.0,1.0021578,0.43084508,0.7233726,0.42654455,1.2857155,1.1784663,1.4077752,1.3277477,1.3178706,0.4157961,0.41685545,0.54782647,1.2269441,1.2152061,0.6238518,0.5065105,1.0521072,1.2488725,0.901272,1.466414,0.9729798,0.8728303,1.3263009,0.82376724,1.1865363,1.3061569,0.76277804,1.3348733,1.3608794,1.2990456,1.2197441,0.98626506,1.194285,1.2685804,0.33198935,1.090672,1.141818,0.6303539,0.63226295,0.9996521,0.41451287,1.4146276,1.3983628,1.4396672,0.73501104,0.31523025,0.64819384,1.2256298,0.8103072,0.6231876,1.3781221,1.1020592,1.2084155,1.0243058,0.251503,1.1116366
napkin,1.1855223,0.9202371,1.115601,0.9973098,0.8000532,0.7946667,0.59723055,1.0129942,1.2087582,0.8655647,1.1427914,1.2072011,1.1737547,1.0874435,1.3301853,1.0162501,0.57164645,0.5390589,0.9428201,0.71898997,1.0997072,0.49146116,0.71655285,1.2099129,1.1115978,1.2747667,0.9324643,0.83922714,0.8990116,1.2845426,1.1949673,0.8670515,0.9459553,0.7205164,0.95190924,1.1576449,0.8002403,0.88234174,1.1128402,0.58964086,0.81558836,0.9730234,0.8376446,1.1175898,1.01615,1.1064566,1.1121615,0.90411824,1.1249306,1.0836043,1.3405076,1.0404671,1.2816901,1.0432465,0.81268966,1.0932465,0.6305468,1.1059402,1.0574994,1.0065829,0.8224957,1.0933213,0.95003706,1.3281279,0.93789196,1.1415482,0.9822553,1.0382268,0.9893114,1.1990364,0.7556827,1.2516048,0.5996526,0.903617,0.6779464,0.9483766,1.069007,1.0240455,0.9664092,1.2184782,1.1262475,1.0396143,1.0021578,0.0,0.91386455,1.1517699,1.1908114,0.9559168,1.2279184,1.2163091,1.2283297,1.1120676,0.7813115,0.84591925,1.0287998,0.79698133,1.0643548,0.85085905,0.6468183,0.9705315,0.7758687,1.0471396,0.8956829,0.5718823,1.1177039,0.9407145,0.81961703,0.95023376,1.2719269,0.84038097,1.2972395,0.8711286,1.248042,0.66869605,1.0729135,0.67921954,1.2484231,0.88590294,1.1081856,0.8916665,0.94586504,0.7048806,1.1365377,0.9672441,0.9074165,1.2515314,1.1079521,0.87365735,1.0115741,1.1370621,1.0378534,0.29351926,0.8761207,0.9622866,0.9990243,1.2500947,0.66934,1.041719,0.93962604
necklace,1.2472135,0.7839596,1.3874528,1.0154399,0.8555795,0.6284195,0.9752168,1.4720066,1.5084759,0.42557132,1.384202,1.3930498,1.2120725,1.5323217,1.1877481,1.1929368,0.5915743,0.9248251,1.3565238,0.5377651,0.75786597,0.90501475,0.5010832,1.2995999,0.48364657,1.1461947,1.2841246,1.2817763,0.8537346,1.4605013,1.0809731,0.88592756,0.8704802,0.9725373,0.68067217,1.4083567,1.0029441,0.38575935,1.5113947,0.53661907,1.1403973,0.813396,0.77887326,1.3262312,1.2019312,1.177175,0.5715179,0.9271099,1.0632918,0.6404859,1.1955962,0.46266294,1.1618395,0.6808679,0.61670756,0.7121465,0.47759622,1.0817485,1.418211,0.31766123,1.1357024,1.051995,0.86034644,1.1438879,1.3063936,0.99669826,1.0130237,1.0110801,1.1350757,1.4278674,1.052807,1.2964053,0.66168547,1.1712887,0.70266676,0.74067175,1.2558124,1.0799624,1.3185976,1.2901378,0.5370568,0.9983818,0.43084508,0.91386455,0.0,0.7544231,0.72302675,1.2301908,1.219938,1.4337791,1.1664693,1.3216456,0.4137504,0.42685443,0.59370494,1.1716788,1.1581215,0.5663496,0.55100286,1.0610241,1.2381799,0.8963661,1.4188728,0.9153644,0.9531049,1.2927439,0.8805035,1.2379782,1.169606,0.59915054,1.3501203,1.1141932,1.1652075,0.9293972,1.0478405,1.1395962,1.3650476,0.29192328,1.2143139,1.07702,0.62452817,0.46320635,0.8417435,0.5293156,1.4576901,1.4441233,1.5255573,0.8148154,0.3663944,0.83801514,1.0416034,0.77517575,0.76441395,1.3037522,1.183295,1.2217237,0.79850197,0.2540828,1.2045844
nose,1.0824271,0.7298011,1.2673422,0.80663145,0.7751759,0.9091581,1.127976,1.2925442,1.2642367,0.9051894,1.1778263,1.1767886,1.0725371,1.2568744,1.0843307,1.1086179,0.9746902,1.0192469,1.1732378,0.86581385,1.0664011,1.0907696,0.9446834,1.1620827,0.7179895,1.1059587,1.2715285,1.1393152,0.8186983,1.1970279,1.1345088,0.63980305,0.96399254,0.8661426,0.9699057,1.2677882,1.0041989,0.845954,1.3361952,0.93879086,1.0629351,1.030066,1.0354784,1.195263,0.9800111,1.1257479,0.5820598,0.6857858,1.1638327,0.66039175,1.0369003,0.81616914,1.0273056,0.69532466,0.9051598,0.9079751,0.93653864,1.0050609,1.1934783,0.76958036,1.0799271,1.0890424,0.8270936,1.041932,1.0973412,1.0077399,0.9721097,1.0541589,1.091244,1.2830997,1.0927187,1.2235329,1.0112214,1.1697594,0.96260065,0.8920694,1.1241214,0.93241966,1.1072863,1.1041385,0.87422496,0.87066823,0.7233726,1.1517699,0.7544231,0.0,0.657982,1.1260896,0.94495684,1.3005477,1.2068139,1.0881522,0.8765502,0.89006233,0.72329205,1.1988449,1.2575309,0.8875892,0.93289405,0.940272,1.0193894,0.7511365,1.2556316,0.9906766,0.16608727,1.2721691,0.999382,1.1619153,1.1897497,1.0062195,1.2548597,1.0958655,1.1685196,1.1889515,1.0915798,1.1854194,1.0702215,0.7903819,1.146521,0.9837179,0.88715154,0.956343,1.055075,0.62426573,1.3407876,1.2934879,1.339053,0.6240368,0.7344824,0.8747674,1.1594951,1.0486704,0.8956255,1.1842476,1.1429545,1.2316267,1.12971,0.7552453,1.1312338
