"","target","min_distance","cleaned_target","object","source","log_prop","in_cdi","num_direct_children","direct_parent","path_1","path_2","path_3","path_4","path_5","path_6"
"388","keyboard.n.01",3,"keyboard","keyboard","vqa",-5.78278675586591,FALSE,0,"device.n.01","object","device","keyboard",NA,NA,NA
"389","kitchen.n.01",3,"kitchen","kitchen","vqa_yoloe",-4.13073045859005,TRUE,0,"room.n.01","object","room","kitchen",NA,NA,NA
"390","kitchen_cabinet.n.01",1,"kitchen cabinet","kitchen cabinet","vqa",-4.03631612492242,FALSE,0,"entity.n.01","kitchen cabinet",NA,NA,NA,NA,NA
"391","kitchen_sink.n.01",4,"kitchen sink","kitchen sink","vqa",-6.80942554490893,FALSE,0,"sink.n.01","object","fixture","sink","kitchen sink",NA,NA
"392","kitchen_table.n.01",4,"kitchen table","kitchen table","vqa",-10.4983049990229,FALSE,0,"table.n.02","object","furniture","table","kitchen table",NA,NA
"393","kitchen_utensil.n.01",3,"kitchen utensil","kitchen utensil","vqa",-6.86952946897863,FALSE,7,"utensil.n.01","object","utensil","kitchen utensil",NA,NA,NA
"394","kitchenware.n.01",4,"kitchenware","kitchenware","vqa",-8.88886708658876,FALSE,0,"kitchen_utensil.n.01","object","utensil","kitchen utensil","kitchenware",NA,NA
"395","kite.n.03",3,"kite","kite","vqa",-10.2106229265711,FALSE,0,"plaything.n.01","object","plaything","kite",NA,NA,NA
"396","kitten.n.01",3,"kitten","kitty","yoloe",-7.61416264791186,TRUE,0,"animal.n.01","object","animal","kitten",NA,NA,NA
"397","knee.n.01",2,"knee","knee","yoloe",-13.8686322797592,TRUE,0,"body_part.n.01","body part","knee",NA,NA,NA,NA
"398","knife.n.02",4,"knife","knife","vqa_yoloe",-4.56187319545384,TRUE,1,"weapon.n.01","object","device","weapon","knife",NA,NA
"399","knob.n.01",2,"knob","knob","vqa",-10.903770107131,FALSE,0,"object.n.01","object","knob",NA,NA,NA,NA
"400","ladder.n.01",3,"ladder","ladder","vqa_yoloe",-5.31135903255201,TRUE,0,"stairway.n.01","object","stairway","ladder",NA,NA,NA
"401","ladybug.n.01",3,"ladybug","ladybug","vqa",-10.903770107131,FALSE,0,"animal.n.01","object","animal","ladybug",NA,NA,NA
"402","lamb.n.01",3,"lamb","lamb","yoloe",-12.7700199910911,TRUE,0,"animal.n.01","object","animal","lamb",NA,NA,NA
"403","lamp.n.01",3,"lamp","lamp","vqa_yoloe",-2.49477347337564,TRUE,4,"device.n.01","object","device","lamp",NA,NA,NA
"404","lampshade.n.01",2,"lampshade","lampshade","vqa",-9.98747937525687,FALSE,0,"object.n.01","object","lampshade",NA,NA,NA,NA
"405","land.n.02",2,"land","soil","vqa",-10.2106229265711,FALSE,0,"object.n.01","object","land",NA,NA,NA,NA
"406","land.n.04",2,"land","ground","vqa",-7.68489428226283,FALSE,1,"object.n.01","object","land",NA,NA,NA,NA
"407","lantern.n.01",4,"lantern","lantern","vqa",-9.51747574601114,FALSE,0,"lamp.n.01","object","device","lamp","lantern",NA,NA
"408","laptop.n.01",5,"laptop","laptop","vqa",-5.16076691932155,FALSE,0,"computer.n.01","object","device","machine","computer","laptop",NA
"409","lawn_mower.n.01",3,"lawn mower","lawn mower","vqa",-8.95785995807572,TRUE,0,"tool.n.01","object","tool","lawn mower",NA,NA,NA
"410","leaf.n.01",2,"leaf","leaves","vqa",-8.2296214577045,FALSE,0,"object.n.01","object","leaf",NA,NA,NA,NA
"411","leg.n.03",3,"leg","leg","vqa_yoloe",-9.5046516675388,TRUE,0,"device.n.01","object","device","leg",NA,NA,NA
"412","lego.n.01",3,"lego","lego","vqa",-10.903770107131,FALSE,0,"plaything.n.01","object","plaything","lego",NA,NA,NA
"413","lemon.n.03",3,"lemon","lemon","vqa",-7.98599937504675,FALSE,0,"tree.n.01","object","tree","lemon",NA,NA,NA
"414","letter.n.03",3,"letter","letter","vqa",-8.95785995807572,FALSE,0,"person.n.01","object","person","letter",NA,NA,NA
"415","lettuce.n.02",2,"lettuce","lettuce","vqa",-10.2106229265711,FALSE,0,"object.n.01","object","lettuce",NA,NA,NA,NA
"416","light.n.02",3,"light","light","vqa_yoloe",-6.58137175648134,TRUE,0,"device.n.01","object","device","light",NA,NA,NA
"417","light_bulb.n.01",4,"light bulb","light bulb","vqa",-10.903770107131,FALSE,0,"lamp.n.01","object","device","lamp","light bulb",NA,NA
"418","lion.n.01",3,"lion","lion","vqa",-8.88886708658876,TRUE,0,"animal.n.01","object","animal","lion",NA,NA,NA
"419","llama.n.01",3,"llama","llama","vqa",-10.903770107131,FALSE,0,"animal.n.01","object","animal","llama",NA,NA,NA
"420","log.n.05",3,"log","log","vqa",-10.2106229265711,FALSE,0,"device.n.01","object","device","log",NA,NA,NA
"421","lollipop.n.02",2,"lollipop","lollipop","vqa_yoloe",-8.3453090899776,TRUE,0,"candy.n.01","candy","lollipop",NA,NA,NA,NA
"422","machine.n.01",3,"machine","machine","vqa",-9.1990220148926,FALSE,7,"device.n.01","object","device","machine",NA,NA,NA
"423","magazine.n.04",3,"magazine","magazine","vqa",-9.51747574601114,FALSE,0,"device.n.01","object","device","magazine",NA,NA,NA
"424","mailbox.n.01",4,"mailbox","mailbox","vqa",-9.65100713863566,FALSE,0,"box.n.01","object","container","box","mailbox",NA,NA
"425","mallet.n.02",4,"mallet","hammer","vqa_yoloe",-7.88775139538343,TRUE,0,"drumstick.n.02","object","stick","drumstick","mallet",NA,NA
"426","man.n.01",4,"man","man","vqa",-3.93491972878908,TRUE,3,"adult.n.01","object","person","adult","man",NA,NA
"427","mannequin.n.01",3,"mannequin","mannequin","vqa",-9.80515781846292,FALSE,0,"person.n.01","object","person","mannequin",NA,NA,NA
"428","marker.n.03",3,"marker","marker","vqa",-8.41886345734303,FALSE,0,"writing_implement.n.01","object","writing implement","marker",NA,NA,NA
"429","mask.n.01",3,"mask","mask","vqa",-9.39969271035475,FALSE,0,"clothing.n.01","object","clothing","mask",NA,NA,NA
"430","mat.n.02",2,"mat","mat","vqa",-5.3430884761155,FALSE,0,"object.n.01","object","mat",NA,NA,NA,NA
"431","mattress.n.01",3,"mattress","mattress","vqa",-9.80515781846292,FALSE,0,"pad.n.04","object","pad","mattress",NA,NA,NA
"432","meat.n.01",2,"meat","meat","vqa_yoloe",-8.78648650709338,TRUE,3,"food.n.02","food","meat",NA,NA,NA,NA
"433","medicine.n.01",1,"medicine","medicine","yoloe",-10.3925335899239,TRUE,0,"entity.n.01","medicine",NA,NA,NA,NA,NA
"434","melon.n.02",2,"melon","melon","vqa_yoloe",-8.40455815447121,TRUE,2,"object.n.01","object","melon",NA,NA,NA,NA
"435","meter.n.02",3,"meter","meter","vqa",-9.03196793022944,FALSE,0,"device.n.01","object","device","meter",NA,NA,NA
"436","microphone.n.01",3,"microphone","microphone","vqa",-10.4983049990229,FALSE,1,"device.n.01","object","device","microphone",NA,NA,NA
"437","microwave.n.02",3,"microwave","microwave","vqa",-4.44543182378624,FALSE,0,"home_appliance.n.01","object","home appliance","microwave",NA,NA,NA
"438","microwave.n.02",3,"microwave","microwave oven","vqa",-6.58628199359472,FALSE,0,"home_appliance.n.01","object","home appliance","microwave",NA,NA,NA
"439","milk.n.01",2,"milk","milk","vqa_yoloe",-7.19873736866119,TRUE,0,"beverage.n.01","beverage","milk",NA,NA,NA,NA
"440","mirror.n.01",3,"mirror","mirror","vqa",-3.80003694490745,FALSE,0,"device.n.01","object","device","mirror",NA,NA,NA
"441","mitten.n.01",3,"mitten","mitten","yoloe",-5.2113293803583,FALSE,0,"clothing.n.01","object","clothing","mitten",NA,NA,NA
"442","mixer.n.04",4,"mixer","mixer","vqa",-9.51747574601114,FALSE,3,"kitchen_utensil.n.01","object","utensil","kitchen utensil","mixer",NA,NA
"443","money.n.01",1,"money","money","vqa_yoloe",-8.16929540220651,TRUE,0,"entity.n.01","money",NA,NA,NA,NA,NA
"444","monitor.n.04",3,"monitor","monitor","vqa",-5.85391409988149,FALSE,1,"device.n.01","object","device","monitor",NA,NA,NA
"445","monkey.n.01",3,"monkey","monkey","vqa",-7.72571627678308,TRUE,1,"animal.n.01","object","animal","monkey",NA,NA,NA
"446","moon.n.02",2,"moon","moon","vqa_yoloe",-7.83941028776211,TRUE,0,"object.n.01","object","moon",NA,NA,NA,NA
"447","mother.n.03",5,"mother","mother","vqa",-9.80515781846292,FALSE,0,"woman.n.01","object","person","adult","woman","mother",NA
"448","motorcycle.n.01",3,"motorcycle","bike","vqa",-10.2106229265711,FALSE,0,"container.n.01","object","container","motorcycle",NA,NA,NA
"449","motorcycle.n.01",3,"motorcycle","motorcycle","yoloe",-6.39518447557021,TRUE,0,"container.n.01","object","container","motorcycle",NA,NA,NA
"450","mountain.n.01",2,"mountain","mountain","vqa",-10.4983049990229,FALSE,0,"object.n.01","object","mountain",NA,NA,NA,NA
"451","mouse.n.01",3,"mouse","mouse","vqa_yoloe",-5.54735333406869,TRUE,0,"animal.n.01","object","animal","mouse",NA,NA,NA
"452","mouth.n.01",2,"mouth","mouth","yoloe",-8.88046984151499,TRUE,0,"body_part.n.01","body part","mouth",NA,NA,NA,NA
"453","muffin.n.01",3,"muffin","muffin","yoloe",-7.07143619134411,TRUE,0,"bread.n.01","food","bread","muffin",NA,NA,NA
"454","mug.n.04",3,"mug","mug","vqa",-5.26541543779728,FALSE,1,"container.n.01","object","container","mug",NA,NA,NA
"455","mushroom.n.05",3,"mushroom","mushroom","vqa",-9.98747937525687,FALSE,0,"vegetable.n.01","food","vegetable","mushroom",NA,NA,NA
"456","music_box.n.01",4,"music box","music box","vqa",-9.65100713863566,FALSE,0,"musical_instrument.n.01","object","device","musical instrument","music box",NA,NA
"457","musical_instrument.n.01",3,"musical instrument","instrument",NA,NA,NA,7,"device.n.01","object","device","musical instrument",NA,NA,NA
"458","musical_instrument.n.01",3,"musical instrument","musical instrument",NA,NA,NA,7,"device.n.01","object","device","musical instrument",NA,NA,NA
"459","nail.n.01",2,"nail","nail","yoloe",-5.3855475579764,TRUE,0,"body_part.n.01","body part","nail",NA,NA,NA,NA
"460","necklace.n.01",3,"necklace","necklace","yoloe",-4.86971277240223,TRUE,1,"decoration.n.01","object","decoration","necklace",NA,NA,NA
"461","net.n.04",3,"net","net","vqa",-7.17807667989438,FALSE,0,"goal.n.03","object","goal","net",NA,NA,NA
"462","newspaper.n.01",2,"newspaper","newspaper","vqa",-9.65100713863566,FALSE,0,"object.n.01","object","newspaper",NA,NA,NA,NA
"463","nose.n.02",3,"nose","nose","yoloe",-7.76235205822262,TRUE,0,"surface.n.01","object","surface","nose",NA,NA,NA
"464","notebook.n.01",3,"notebook","notebook","vqa",-8.95785995807572,FALSE,0,"book.n.02","object","book","notebook",NA,NA,NA
"465","nut.n.01",3,"nut","nut","yoloe",-8.28513597097748,FALSE,0,"fruit.n.01","object","fruit","nut",NA,NA,NA
"466","object.n.01",1,"object","object","vqa",-4.42372554520438,FALSE,141,"entity.n.01","object",NA,NA,NA,NA,NA
"467","onion.n.02",2,"onion","onion","vqa",-7.90803783357704,FALSE,0,"object.n.01","object","onion",NA,NA,NA,NA
"468","opal_glass.n.01",1,"opal glass","milk glass","vqa",-10.903770107131,FALSE,0,"entity.n.01","opal glass",NA,NA,NA,NA,NA
"469","orange.n.03",3,"orange","orange","vqa_yoloe",-5.84984069334285,TRUE,0,"tree.n.01","object","tree","orange",NA,NA,NA
"470","orange.n.03",3,"orange","orange tree","vqa",-9.65100713863566,FALSE,0,"tree.n.01","object","tree","orange",NA,NA,NA
"471","orange_peel.n.02",1,"orange peel","orange peel","vqa",-9.29433219469693,FALSE,0,"entity.n.01","orange peel",NA,NA,NA,NA,NA
"472","oven.n.01",3,"oven","oven","vqa_yoloe",-3.78098664231929,TRUE,0,"home_appliance.n.01","object","home appliance","oven",NA,NA,NA
"473","owl.n.01",3,"owl","owl","vqa_yoloe",-8.88923470583351,TRUE,0,"animal.n.01","object","animal","owl",NA,NA,NA
"474","packet.n.03",3,"packet","packet","vqa",-9.80515781846292,FALSE,1,"container.n.01","object","container","packet",NA,NA,NA
"475","pad.n.04",2,"pad","pad","vqa",-9.98747937525687,FALSE,2,"object.n.01","object","pad",NA,NA,NA,NA
"476","paint_roller.n.01",1,"paint roller","paint roller","vqa",-9.65100713863566,FALSE,0,"entity.n.01","paint roller",NA,NA,NA,NA,NA
"477","paintbrush.n.01",3,"paintbrush","paintbrush","vqa",-9.98747937525687,FALSE,0,"brush.n.02","object","brush","paintbrush",NA,NA,NA
"478","painting.n.01",2,"painting","painting","vqa",-8.88886708658876,FALSE,0,"object.n.01","object","painting",NA,NA,NA,NA
"479","pajama.n.01",4,"pajama","pajama","yoloe",-5.06185881860809,FALSE,0,"trouser.n.01","object","clothing","trouser","pajama",NA,NA
"480","palm.n.03",3,"palm","palm tree","vqa",-10.4983049990229,FALSE,0,"tree.n.01","object","tree","palm",NA,NA,NA
"481","pan.n.01",4,"pan","pan","vqa",-6.10797956153429,FALSE,2,"kitchen_utensil.n.01","object","utensil","kitchen utensil","pan",NA,NA
"482","pancake.n.01",3,"pancake","pancake","vqa_yoloe",-8.20340378981254,TRUE,0,"cake.n.03","food","cake","pancake",NA,NA,NA
"483","pane.n.01",3,"pane","window glass","vqa",-9.80515781846292,FALSE,0,"sheet.n.06","object","sheet","pane",NA,NA,NA
"484","paper.n.01",1,"paper","paper","vqa_yoloe",-4.6587586284224,TRUE,2,"entity.n.01","paper",NA,NA,NA,NA,NA
"485","paper_cutter.n.01",3,"paper cutter","paper cutter","vqa",-7.2928521944868,FALSE,0,"tool.n.01","object","tool","paper cutter",NA,NA,NA
"486","paper_plate.n.01",3,"paper plate","paper plate","vqa",-10.2106229265711,FALSE,0,"tableware.n.01","object","tableware","paper plate",NA,NA,NA
"487","paper_towel.n.01",4,"paper towel","paper towel","vqa",-6.25937920798966,FALSE,0,"towel.n.01","object","fabric","towel","paper towel",NA,NA
"488","parrot.n.01",3,"parrot","parrot","vqa",-10.4983049990229,FALSE,0,"animal.n.01","object","animal","parrot",NA,NA,NA
"489","pasta.n.01",2,"pasta","pasta","yoloe",-9.91099876307898,FALSE,0,"dish.n.02","dish","pasta",NA,NA,NA,NA
"490","pastry.n.01",2,"pastry","pastry","yoloe",-10.138930831125,FALSE,0,"dough.n.01","dough","pastry",NA,NA,NA,NA
"491","path.n.03",2,"path","path","vqa",-10.903770107131,FALSE,0,"object.n.01","object","path",NA,NA,NA,NA
"492","path.n.04",2,"path","track","vqa",-10.2106229265711,FALSE,0,"object.n.01","object","path",NA,NA,NA,NA
"493","patio.n.01",2,"patio","patio","vqa",-8.65247830852453,FALSE,0,"object.n.01","object","patio",NA,NA,NA,NA
"494","pea.n.01",3,"pea","pea","vqa_yoloe",-8.89291796374189,FALSE,0,"vegetable.n.01","food","vegetable","pea",NA,NA,NA
"495","pear.n.02",3,"pear","pear","vqa",-10.903770107131,FALSE,0,"tree.n.01","object","tree","pear",NA,NA,NA
"496","pencil.n.01",3,"pencil","pencil","vqa_yoloe",-6.06189629718404,TRUE,0,"writing_implement.n.01","object","writing implement","pencil",NA,NA,NA
"497","pencil_box.n.01",4,"pencil box","pencil box","vqa",-10.2106229265711,FALSE,0,"box.n.01","object","container","box","pencil box",NA,NA
"498","pencil_box.n.01",4,"pencil box","pencil case","vqa",-8.19571990602882,FALSE,0,"box.n.01","object","container","box","pencil box",NA,NA
"499","penguin.n.01",3,"penguin","penguin","vqa_yoloe",-8.73181817507464,TRUE,0,"animal.n.01","object","animal","penguin",NA,NA,NA
"500","penis.n.01",2,"penis","penis","yoloe",-6.92326013720574,FALSE,0,"body_part.n.01","body part","penis",NA,NA,NA,NA
"501","penny.n.02",2,"penny","penny","yoloe",-9.19892357263352,TRUE,0,"coin.n.01","coin","penny",NA,NA,NA,NA
"502","people.n.01",1,"people","people","vqa",-9.39969271035475,TRUE,0,"entity.n.01","people",NA,NA,NA,NA,NA
"503","pepper_mill.n.01",4,"pepper mill","pepper grinder","vqa",-10.903770107131,FALSE,0,"machine.n.01","object","device","machine","pepper mill",NA,NA
"504","pepper_shaker.n.01",3,"pepper shaker","pepper shaker","vqa",-10.903770107131,FALSE,0,"container.n.01","object","container","pepper shaker",NA,NA,NA
"505","pepperoni.n.01",3,"pepperoni","pepperoni","vqa",-9.80515781846292,FALSE,0,"meat.n.01","food","meat","pepperoni",NA,NA,NA
"506","person.n.01",2,"person","person","vqa_yoloe",-0.989275772817962,TRUE,17,"object.n.01","object","person",NA,NA,NA,NA
"507","photograph.n.01",2,"photograph","photo","vqa",-8.07055676307481,FALSE,1,"object.n.01","object","photograph",NA,NA,NA,NA
"508","photograph.n.01",2,"photograph","picture","vqa_yoloe",-3.1211424145917,TRUE,1,"object.n.01","object","photograph",NA,NA,NA,NA
"509","piano.n.01",4,"piano","piano","vqa",-5.59303022058443,FALSE,0,"musical_instrument.n.01","object","device","musical instrument","piano",NA,NA
"510","pickle.n.01",1,"pickle","pickle","yoloe",-6.78356798580664,TRUE,0,"entity.n.01","pickle",NA,NA,NA,NA,NA
"511","picture_frame.n.01",2,"picture frame","picture frame","vqa",-5.9837891813029,FALSE,0,"object.n.01","object","picture frame",NA,NA,NA,NA
"512","piggy_bank.n.01",3,"piggy bank","piggy bank","vqa",-8.55239484996755,FALSE,0,"container.n.01","object","container","piggy bank",NA,NA,NA
"513","pillar.n.03",3,"pillar","pillar","vqa",-10.4983049990229,FALSE,0,"person.n.01","object","person","pillar",NA,NA,NA
"514","pillow.n.01",2,"pillow","pillow","vqa_yoloe",-2.24720836773235,TRUE,0,"object.n.01","object","pillow",NA,NA,NA,NA
"515","pineapple.n.01",2,"pineapple","pineapple","vqa",-8.76370394363476,FALSE,0,"object.n.01","object","pineapple",NA,NA,NA,NA
"516","pipe.n.04",5,"pipe","pipe","vqa",-7.46978290264588,FALSE,0,"wind_instrument.n.01","object","device","musical instrument","wind instrument","pipe",NA
"517","pizza.n.01",2,"pizza","pizza","vqa_yoloe",-6.99393914634836,TRUE,0,"dish.n.02","dish","pizza",NA,NA,NA,NA
"518","plant.n.01",2,"plant","plant","vqa_yoloe",-3.25504579568668,TRUE,0,"object.n.01","object","plant",NA,NA,NA,NA
"519","plastic.n.01",1,"plastic","plastic","vqa",-10.2106229265711,FALSE,0,"entity.n.01","plastic",NA,NA,NA,NA,NA
"520","plastic_bag.n.01",4,"plastic bag","plastic bag","vqa",-9.65100713863566,FALSE,0,"bag.n.01","object","container","bag","plastic bag",NA,NA
"521","plastic_wrap.n.01",2,"plastic wrap","plastic wrap","vqa",-9.98747937525687,FALSE,0,"object.n.01","object","plastic wrap",NA,NA,NA,NA
"522","plate.n.02",3,"plate","plate","vqa_yoloe",-2.97563579293455,TRUE,1,"sheet.n.06","object","sheet","plate",NA,NA,NA
"523","playground.n.02",3,"playground","playground","vqa",-7.93335564156133,TRUE,0,"yard.n.02","object","yard","playground",NA,NA,NA
"524","playpen.n.01",3,"playpen","pen","vqa_yoloe",-5.26142503099707,TRUE,0,"enclosure.n.01","object","enclosure","playpen",NA,NA,NA
"525","playpen.n.01",3,"playpen","playpen","vqa",-10.903770107131,FALSE,0,"enclosure.n.01","object","enclosure","playpen",NA,NA,NA
"526","plaything.n.01",2,"plaything","toy","vqa_yoloe",-1.57109948123607,TRUE,8,"object.n.01","object","plaything",NA,NA,NA,NA
"527","plaything.n.01",2,"plaything","plaything",NA,NA,NA,8,"object.n.01","object","plaything",NA,NA,NA,NA
"528","pole.n.02",3,"pole","pole","vqa",-7.37740958251487,FALSE,0,"person.n.01","object","person","pole",NA,NA,NA
"529","pony.n.01",4,"pony","pony","yoloe",-7.26333435881098,TRUE,0,"horse.n.01","object","animal","horse","pony",NA,NA
"530","pool.n.01",2,"pool","pool","vqa_yoloe",-6.71218167881629,TRUE,0,"object.n.01","object","pool",NA,NA,NA,NA
"531","pool_table.n.01",4,"pool table","pool table","vqa",-9.98747937525687,FALSE,0,"table.n.02","object","furniture","table","pool table",NA,NA
"532","pop.n.02",2,"pop","soda","yoloe",-8.77080044063277,FALSE,0,"beverage.n.01","beverage","pop",NA,NA,NA,NA
"533","popcorn.n.01",5,"popcorn","popcorn","vqa_yoloe",-8.33301933304065,TRUE,0,"corn.n.01","object","grass","cereal","corn","popcorn",NA
"534","porch.n.01",2,"porch","porch","vqa_yoloe",-12.5889337474992,TRUE,0,"object.n.01","object","porch",NA,NA,NA,NA
"535","post_horse.n.01",4,"post horse","poster","vqa",-5.76503481040746,FALSE,0,"horse.n.01","object","animal","horse","post horse",NA,NA
"536","pot.n.01",4,"pot","pot","vqa",-5.59303022058443,FALSE,2,"kitchen_utensil.n.01","object","utensil","kitchen utensil","pot",NA,NA
"537","pot_plant.n.01",2,"pot plant","pot plant","vqa",-7.32025116867492,FALSE,0,"object.n.01","object","pot plant",NA,NA,NA,NA
"538","potato.n.02",2,"potato","potato","vqa_yoloe",-8.07272916575743,TRUE,0,"object.n.01","object","potato",NA,NA,NA,NA
"539","power_line.n.01",4,"power line","power line","vqa",-9.98747937525687,FALSE,0,"cable.n.02","object","device","cable","power line",NA,NA
"540","power_shovel.n.01",4,"power shovel","shovel","vqa_yoloe",-5.88621369172613,TRUE,0,"machine.n.01","object","device","machine","power shovel",NA,NA
"541","present.n.02",2,"present","present","vqa_yoloe",-5.46880872285063,TRUE,1,"gift.n.01","gift","present",NA,NA,NA,NA
"542","pretzel.n.01",4,"pretzel","pretzel","yoloe",-6.86617306530774,TRUE,0,"cracker.n.01","food","bread","cracker","pretzel",NA,NA
"543","printer.n.02",4,"printer","printer","vqa",-7.6079332411267,FALSE,0,"machine.n.01","object","device","machine","printer",NA,NA
"544","pudding.n.01",2,"pudding","pudding","yoloe",-6.00947655845613,TRUE,0,"dish.n.02","dish","pudding",NA,NA,NA,NA
"545","pug.n.01",4,"pug","pug","vqa",-10.903770107131,FALSE,0,"dog.n.01","object","animal","dog","pug",NA,NA
"546","pumpkin.n.01",2,"pumpkin","pumpkin","vqa_yoloe",-6.09814487938504,TRUE,0,"object.n.01","object","pumpkin",NA,NA,NA,NA
"547","puppet.n.03",3,"puppet","puppet","vqa",-10.4983049990229,FALSE,0,"plaything.n.01","object","plaything","puppet",NA,NA,NA
"548","puppy.n.01",4,"puppy","puppy","yoloe",-13.3578066559932,TRUE,0,"dog.n.01","object","animal","dog","puppy",NA,NA
"549","puzzle.n.02",2,"puzzle","puzzle","vqa_yoloe",-7.40005599045971,TRUE,1,"object.n.01","object","puzzle",NA,NA,NA,NA
"550","rabbit.n.01",3,"rabbit","rabbit","vqa",-8.01339834923486,FALSE,1,"animal.n.01","object","animal","rabbit",NA,NA,NA
"551","rack.n.01",2,"rack","rack","vqa",-10.903770107131,FALSE,4,"object.n.01","object","rack",NA,NA,NA,NA
"552","racket.n.04",2,"racket","racket","vqa",-7.5895841024585,FALSE,1,"object.n.01","object","racket",NA,NA,NA,NA
"553","radiator.n.02",4,"radiator","radiator","vqa",-6.06352779896345,FALSE,0,"heater.n.01","object","device","heater","radiator",NA,NA
"554","radio_receiver.n.01",3,"radio receiver","radio","yoloe",-5.54940234112686,TRUE,0,"electronic_equipment.n.01","object","electronic equipment","radio receiver",NA,NA,NA
"555","railing.n.01",2,"railing","rail","vqa",-8.33882074966949,FALSE,0,"object.n.01","object","railing",NA,NA,NA,NA
"556","railing.n.01",2,"railing","railing","vqa",-8.33882074966949,FALSE,0,"object.n.01","object","railing",NA,NA,NA,NA
"557","rain.n.01",1,"rain","rain","yoloe",-10.636511228141,TRUE,0,"entity.n.01","rain",NA,NA,NA,NA,NA
"558","rainbow.n.01",1,"rainbow","rainbow","vqa",-8.37804146282277,FALSE,0,"entity.n.01","rainbow",NA,NA,NA,NA,NA
"559","raisin.n.01",2,"raisin","raisin","yoloe",-7.97056308025076,TRUE,0,"food.n.02","food","raisin",NA,NA,NA,NA
"560","ramp.n.01",3,"ramp","ramp","vqa",-10.4983049990229,FALSE,0,"device.n.01","object","device","ramp",NA,NA,NA
"561","range_pole.n.01",3,"range pole","flagpole","vqa",-10.903770107131,FALSE,0,"device.n.01","object","device","range pole",NA,NA,NA
"562","reamer.n.01",4,"reamer","juicer","vqa",-10.4983049990229,FALSE,0,"kitchen_utensil.n.01","object","utensil","kitchen utensil","reamer",NA,NA
"563","record_player.n.01",4,"record player","record player","vqa",-10.2106229265711,FALSE,0,"machine.n.01","object","device","machine","record player",NA,NA
"564","recycling_bin.n.01",4,"recycling bin","recycling bin","vqa",-10.4983049990229,FALSE,0,"bin.n.01","object","container","bin","recycling bin",NA,NA
"565","refrigerator.n.01",3,"refrigerator","refrigerator","vqa_yoloe",-3.09396809490991,TRUE,1,"home_appliance.n.01","object","home appliance","refrigerator",NA,NA,NA
"566","remote_control.n.01",3,"remote control","remote","vqa",-7.46978290264588,FALSE,0,"device.n.01","object","device","remote control",NA,NA,NA
"567","remote_control.n.01",3,"remote control","remote control","vqa",-6.60648470091224,FALSE,0,"device.n.01","object","device","remote control",NA,NA,NA
"568","ribbon.n.01",2,"ribbon","ribbon","vqa",-9.65100713863566,FALSE,0,"object.n.01","object","ribbon",NA,NA,NA,NA
"569","road.n.01",2,"road","road","vqa",-7.48604342351766,FALSE,1,"object.n.01","object","road",NA,NA,NA,NA
"570","rock.n.01",2,"rock","rock","vqa_yoloe",-8.33151353458287,TRUE,0,"object.n.01","object","rock",NA,NA,NA,NA
"571","rock.n.01",2,"rock","stone","vqa_yoloe",-11.0104335369241,TRUE,0,"object.n.01","object","rock",NA,NA,NA,NA
"572","roller.n.03",4,"roller","roller","vqa",-10.2106229265711,FALSE,0,"wheel.n.01","object","device","wheel","roller",NA,NA
"573","room.n.01",2,"room","room","vqa_yoloe",-6.38085813724171,TRUE,4,"object.n.01","object","room",NA,NA,NA,NA
"574","rope.n.01",2,"rope","rope","vqa",-7.5895841024585,FALSE,0,"object.n.01","object","rope",NA,NA,NA,NA
"575","round_table.n.01",1,"round table","round table","vqa",-10.903770107131,FALSE,0,"entity.n.01","round table",NA,NA,NA,NA,NA
"576","rubbish.n.01",1,"rubbish","trash","vqa_yoloe",-7.94497063855861,TRUE,0,"entity.n.01","rubbish",NA,NA,NA,NA,NA
"577","rug.n.01",2,"rug","carpet","vqa",-5.49212405527599,FALSE,0,"object.n.01","object","rug",NA,NA,NA,NA
"578","rug.n.01",2,"rug","rug","vqa",-6.83474335289322,FALSE,0,"object.n.01","object","rug",NA,NA,NA,NA
"579","rule.n.12",3,"rule","ruler","vqa",-10.2106229265711,FALSE,0,"device.n.01","object","device","rule",NA,NA,NA
"580","sack.n.01",4,"sack","paper bag","vqa",-7.27942917415466,FALSE,0,"bag.n.01","object","container","bag","sack",NA,NA
"581","salt.n.02",1,"salt","salt","vqa",-9.98747937525687,TRUE,0,"entity.n.01","salt",NA,NA,NA,NA,NA
"582","saltshaker.n.01",3,"saltshaker","salt shaker","vqa",-9.80515781846292,FALSE,0,"container.n.01","object","container","saltshaker",NA,NA,NA
"583","sand.n.01",1,"sand","sand","vqa",-7.04304039609043,FALSE,0,"entity.n.01","sand",NA,NA,NA,NA,NA
"584","sandal.n.01",4,"sandal","sandal","vqa",-10.4983049990229,FALSE,0,"shoe.n.01","object","footwear","shoe","sandal",NA,NA
"585","sandbox.n.01",3,"sandbox","sandbox","yoloe",-3.8584750688666,TRUE,0,"container.n.01","object","container","sandbox",NA,NA,NA
"586","sandwich.n.01",2,"sandwich","sandwich","vqa_yoloe",-9.15860191177504,TRUE,1,"dish.n.02","dish","sandwich",NA,NA,NA,NA
"587","sauce.n.01",1,"sauce","sauce","vqa_yoloe",-9.30174462386508,TRUE,1,"entity.n.01","sauce",NA,NA,NA,NA,NA
