,penguin,duck,bird,owl,butterfly,fish,frog,rooster,pig,alligator,bear,deer,elephant,giraffe,zebra,pony,horse,dog,cat,toe,foot,ankle,finger,hand,arm,leg,hair,ear,eye,face,nose,mouth,tooth,shower,bathtub,sink,refrigerator,oven,couch,bed,closet,drawer,door,window,stroller,crib,bench,table,chair,lamp,car,motorcycle,tricycle,boat,helicopter,firetruck,truck,snow,tree,grass,sprinkler,hose,slide,swing,ladder,chips,cracker,cookie,muffin,pastry,bread,toast,sandwich,hamburger,meat,pasta,pizza,sauce,soup,applesauce,raisin,pickle,milk,egg,corn,carrot,potato,banana,orange,strawberry,melon,apple,pumpkin,flower,plant,glasses,book,pen,pencil,crayon,spoon,fork,knife,scissors,toothbrush,comb,vacuum,mop,broom,shovel,nail,stick,rock,coffee,cup,bowl,dish,plate,glass,jar,bottle,bucket,can,basket,tray,box,paper,napkin,towel,blanket,pillow,gum,soap,tape,ball,balloon,dress,pajamas,shirt,jacket,coat,sweater,scarf,pants,shorts,jeans,glove,mitten,sock,slipper,shoe,toy,doll,necklace,bib,purse,belt,hat,watch,clock,radio,cloud,game
pizza,-0.011552755,0.009286951,-0.04403005,0.016093317,-0.09524446,-0.08325562,-0.105920926,-0.06670867,-0.047069013,0.098438874,-0.0045713065,-0.045595285,0.022368535,0.07836496,-0.07191531,-0.044589113,-0.05789246,0.030384209,-0.027855689,-0.03311836,-0.049197577,-0.060707785,-0.03253103,-0.108313605,-0.082722984,-0.05975795,0.010093637,-0.11936943,-0.064293474,0.023042776,-0.10286282,-0.032102045,-0.0021745544,-0.02125911,-0.04112278,-0.06256886,0.06500469,0.143286,-0.08142598,-0.05758413,-0.06952967,-0.11150023,-0.024423374,-0.08094101,-0.06967877,-0.17729567,-0.15817688,-0.009159071,-0.08229874,-0.0844696,0.04577084,-0.020766038,-0.07821687,-0.03361775,0.053181615,0.09385982,0.030701006,0.024586625,-0.09691136,-0.06870051,-0.0848427,-0.038818248,-0.054037884,-0.090746626,-0.0660269,0.180179,0.31323835,0.23851132,0.26144743,0.3410141,0.2698543,0.2334528,0.3785085,0.3367833,0.23576254,0.4332192,0.9999999,0.19770892,0.29037407,0.18849337,0.109454826,0.088109404,0.087498516,0.036095954,0.0069321906,0.06526335,0.051577207,0.10494043,0.03159997,0.1371772,0.08507362,0.05252973,0.031999417,-0.024941403,-0.049468376,-0.07392199,-0.049429554,-0.10037576,-0.04779642,0.008745372,-0.10532669,-0.00874567,0.10239269,-0.09224906,-0.058777504,-0.17738453,-0.071195535,-0.13104816,-0.16463587,-0.08318142,-0.11925472,-0.0606186,-0.03314931,-0.0023037214,-0.14848779,-0.061250173,-0.055454157,0.0670117,-0.093799025,-0.115761824,-0.01453848,-0.1284856,-0.09900405,-0.18732071,-0.025579907,0.03720764,-0.013621535,-0.10975055,-0.10823269,-0.1716764,-0.13354209,0.045225907,-0.007898488,-0.08812572,0.028244695,-0.018375607,-0.010190584,-0.08874357,-0.041012846,0.0058615273,-0.044606525,-0.0487618,-0.07840464,-0.02796301,-0.035065994,-0.008852806,-0.14797613,-0.14352518,-0.19263993,-0.11213971,-0.051912196,-0.026755422,-0.070298955,-0.0073050186,-0.060923204,-0.055032782,-0.098131046,-0.12224844,0.00429486,-0.040615145,-0.06335963,-0.030569922,0.0529557
sauce,-0.03405235,-0.11766041,-0.036692157,-0.111387566,-0.14008492,-0.10028424,-0.085943185,-0.0011802986,-0.11170252,-0.04817065,-0.11399871,-0.013951981,-0.09968947,-0.04082822,-0.11123873,-0.07283609,-0.039350778,-0.04812632,-0.027378287,-0.11402655,-0.0947043,-0.13251458,-0.05991625,-0.16391537,-0.11013922,-0.035388593,0.009315189,-0.109476745,-0.11539576,-0.036099806,-0.10911027,-0.10757515,-0.14606948,-0.034676496,-0.09481071,-0.07270513,0.11519906,0.12199342,-0.1091035,-0.09730117,-0.06437013,-0.014573669,-0.0829283,-0.09294273,-0.004293762,-0.018328175,-0.09444072,-0.07202034,-0.05386111,-0.09646724,0.031834327,0.037650377,-0.0023384616,-0.0916314,0.024181468,-0.014464449,0.053094674,-0.008963686,-0.15585078,-0.11621624,-0.078040384,-0.05647245,-0.077898026,-0.12137981,-0.06621652,0.11720475,0.10975835,0.120233834,0.11043212,0.18400785,0.10823023,0.09039298,0.22694978,0.18671733,0.17597239,0.18399787,0.19770892,1.0000002,0.32472125,0.29244024,0.22096515,0.31815377,0.2137451,0.053098995,0.031545557,0.100780845,0.08995326,0.039602116,0.06671903,0.054423045,0.07633823,0.020989088,0.033305675,-0.11979956,0.052034166,-0.086294994,-0.084516495,-0.0792924,-0.016515052,0.0694543,-0.022697004,0.011157408,0.06792057,-0.056708403,0.033283584,-0.0755158,0.0038005784,-0.12445181,-0.06903459,-0.09490585,-0.07129636,-0.04735701,-0.054059148,0.12444243,0.0027731718,-0.042763095,-0.027123326,-0.105787456,0.074209526,0.27209976,0.37892574,0.04728978,0.1415393,-0.1015279,-0.03636858,-0.03649977,-0.09078833,-0.10169296,-0.04171323,-0.049206905,-0.11014807,-0.028899517,0.005034145,-0.07759815,-0.116819754,-0.08702035,0.09109305,0.0074283783,-0.011385855,0.04949518,0.0152731715,0.0035592206,0.02571046,-0.0561336,-0.012937119,0.004078892,-0.079708286,-0.0018905415,-0.005335737,0.0057362365,-0.011803891,-0.06467335,0.05564809,0.004913999,-0.0321749,-0.0062384526,-0.12469578,-0.043016963,0.019529823,-0.040270034,0.03014367,-0.09997317,0.043658648
soup,-0.06635801,0.0061096395,0.01959747,-0.04689606,-0.05817495,0.027594585,-0.005671646,0.011453347,-0.09409489,-0.058546394,-0.07307151,-0.06745087,-0.061460957,-0.13902976,-0.1253292,-0.07980102,-0.087793715,-0.013139493,0.082626924,-0.108671814,-0.1020273,-0.11810724,-0.13809173,-0.18048197,-0.10907712,-0.077306814,0.039579198,-0.05318211,-0.032318942,-0.06716065,-0.12588206,-0.097643726,-0.07408829,0.04937478,0.0709894,0.02864569,0.03367249,0.09571612,-0.088775605,-0.08507923,-0.092416696,-0.09581066,-0.014759919,-0.05732122,-0.1290867,-0.14378165,-0.16984886,-0.01709869,-0.0915426,-0.07155367,0.11938015,0.019819729,-0.12788838,-0.031767372,0.015806032,-0.04164462,0.006357557,-0.017670233,-0.20268317,-0.07360739,-0.07764499,-0.113360226,-0.1670632,-0.17325439,-0.20742032,0.23717004,0.21655259,0.24853554,0.23155376,0.32073778,0.3073231,0.18582585,0.40303794,0.24590507,0.167074,0.43961284,0.29037407,0.32472125,1.0000001,0.508392,0.18724114,0.18778072,0.25109628,0.07171624,0.136636,0.19092262,0.13598584,0.020945847,0.07250619,0.0425819,0.10324929,-0.025456987,0.09556571,-0.013081536,0.07757302,-0.094147,-0.027020087,-0.18808323,-0.12930149,-0.12086092,0.092094645,0.07269367,0.070354044,-0.121889114,-0.12772249,-0.18714559,-0.1254411,-0.10926625,-0.16852921,-0.11463896,-0.18314785,-0.13453314,-0.1080038,0.21152201,0.14351287,0.14876494,0.0750286,0.11680349,0.0018736236,-0.04313938,-0.11955047,-0.012445881,0.037243724,-0.081819035,-0.01618915,-0.08147195,-0.08556443,0.014123892,-0.09085177,-0.03656821,-0.059310094,-0.12045352,-0.00056922156,-0.07302344,-0.15104398,-0.095577784,-0.019397665,-0.07346274,-0.13463132,-0.05862995,-0.024918657,0.07568294,0.10970414,-0.016307471,-0.08091677,-0.069534585,-0.12497694,-0.024378395,-0.010649849,-0.13867652,-0.18735458,-0.13201955,-0.056245405,-0.063145965,-0.08060291,-0.10281342,-0.11841291,-0.07490603,-0.04188118,-0.06275514,-0.06957482,-0.07073463,0.004133586
applesauce,-0.050354116,-0.021694103,0.012410014,-0.08466978,-0.12211042,-0.1401731,-0.070375964,-0.022909261,-0.037870716,-0.16499652,-0.08141628,-0.06823094,-0.08289735,-0.12173249,-0.11749673,-0.050168507,-0.08911567,-0.048351265,-0.049039174,-0.06855616,-0.045023847,-0.057122298,-0.03651199,-0.13413356,-0.09895079,-0.047275208,-0.039417513,-0.110385,-0.057566278,-0.022239484,-0.009983838,0.045034483,0.05600551,-0.04262967,0.013693393,-0.03547507,0.008919468,0.040354744,-0.13693419,-0.0947909,-0.15841869,-0.03981893,-0.12901145,-0.067800306,-0.18002015,-0.12543567,-0.17488746,-0.05931887,-0.14903426,-0.20496315,0.07171879,-0.006471059,-0.14892814,-0.095097005,-0.09628932,-0.0717656,-0.031931344,-0.013164386,-0.09658339,-0.04756269,-0.06415625,-0.13212225,-0.17441785,-0.1792737,-0.17137104,0.28166106,0.28434277,0.2907446,0.38073045,0.37302488,0.29708225,0.22222942,0.19546163,0.10527228,0.014633607,0.2913477,0.18849337,0.29244024,0.508392,0.9999999,0.39457136,0.25518292,0.33632094,0.117475495,0.1613178,0.14554627,0.21738538,0.18449569,0.17679864,0.18726364,0.38742638,0.36009842,0.141197,-0.027450843,0.06112226,-0.20110488,-0.025356889,-0.11837487,-0.055767294,-0.115402326,0.11154303,-0.010516311,0.027174849,-0.14806792,-0.032614052,-0.03945188,-0.12792252,-0.061585765,-0.13525596,-0.05031518,-0.08230303,-0.03577851,-0.12567356,0.17727706,0.030419942,0.12890518,-0.028475113,-0.0058799256,0.0695116,0.06334875,-0.039363585,0.071783885,0.066408575,-0.07774286,-0.029294925,-0.15750745,-0.0808796,-0.08292546,-0.07279664,-0.09337738,-0.098251075,0.060865916,0.1801417,0.030682612,-0.0665739,-0.09690316,-0.14955565,-0.105581015,-0.15272631,-0.12756458,-0.08665576,-0.03073378,-0.052925956,-0.072836146,-0.09263502,-0.08330963,-0.18249387,-0.04542297,-0.109009586,-0.04332153,-0.17298746,-0.10863451,-0.07252613,-0.08022658,-0.09778575,-0.14127749,-0.160388,-0.16308096,-0.044906527,-0.046979666,-0.035745587,-0.0719742,-0.047856044
raisin,-0.06182631,-0.032403085,0.09389037,-0.02877736,0.017451668,-0.09915669,0.046916768,-0.019027114,-0.026737921,-0.12685111,0.00023409724,-0.070438705,-0.10358642,-0.08549257,-0.09849754,-0.08307305,-0.033605903,-0.024048517,-0.080689184,0.016382065,-0.012267436,-0.07622622,-0.022905212,0.00018193852,-0.08999125,-0.08496677,-0.014509444,-0.048928548,-0.031350635,-0.047430433,0.008861305,0.018996242,-0.00885299,-0.06581753,-0.07958626,-0.08826219,-0.04554215,-0.047879413,-0.08835582,-0.10222579,-0.08350871,-0.0097311735,-0.056415185,-0.092917584,-0.22323856,-0.20165703,-0.08876485,-0.037891068,-0.12844089,-0.17313123,-0.009961194,-0.023923669,-0.17607635,-0.09931277,-0.059083775,-0.08099989,-0.0006622439,-0.066928476,0.09847773,0.053183455,-0.07028677,-0.10202558,-0.122359835,-0.14481235,-0.106561676,0.32549757,0.29816782,0.3129483,0.2529665,0.23732549,0.20349625,0.12677304,0.079189345,0.104202025,0.20290102,0.20993428,0.109454826,0.22096515,0.18724114,0.39457136,1.0000002,0.4072696,0.14293918,0.12155315,0.17384064,0.12618838,0.3154705,0.17812075,0.28707904,0.22212581,0.2914344,0.20232451,0.16252026,0.030401085,0.1802054,-0.11174836,-0.016382512,-0.09665992,-0.06147419,-0.07815114,-0.037528504,-0.12790856,-0.012391254,-0.09617552,-0.1421727,-0.02099993,-0.07176936,-0.031283747,-0.090139836,-0.10854511,0.058593787,0.02187168,0.19589591,0.124179274,-0.07218986,0.034882613,-0.106475964,-0.05170534,-0.01582833,0.049859934,-0.0053393357,0.0076486794,0.04746234,-0.0577251,-0.04369765,-0.07650357,-0.03462004,-0.047850896,-0.06568377,-0.12012111,-0.05216632,0.13509998,0.065959595,-0.07565951,-0.02903169,-0.05301393,-0.11058403,-0.074627034,-0.10900225,-0.15509576,-0.17842919,-0.15113355,-0.065059334,-0.10942705,-0.15062773,-0.079037264,-0.10609062,-0.09230153,-0.12339479,-0.075383216,-0.13855204,-0.14507185,-0.13338462,0.025175601,-0.09289096,-0.12559631,-0.1558191,-0.18004219,-0.09025626,-0.095729664,-0.12017994,-0.028314717,-0.04121759
pickle,-0.08726059,-0.0009857062,-0.035994295,-0.12539804,-0.031330347,0.018994106,0.14259481,0.031635482,0.022052467,0.009653643,-0.004663878,0.027039906,-0.15317439,-0.09972982,-0.10158288,-0.06970285,-0.054753765,-0.028149597,-0.07076833,0.009932528,0.006867678,-0.05871576,0.008246207,-0.023344062,-0.041768678,-0.056658514,-0.10548416,-0.07486369,-0.030072711,-0.017976917,-0.01355462,0.03792623,-0.004466419,-0.09394021,-0.1258665,-0.1626755,-0.04231126,-0.020154739,-0.10715601,-0.13449372,-0.13641268,-0.08348988,-0.061924294,-0.13082363,-0.15990162,-0.12458271,-0.09277843,-0.13824594,-0.19050887,-0.15144496,-0.06318558,-0.08237004,-0.13929373,-0.03866594,-0.06506514,-0.056603223,0.05983062,-0.06214036,0.01920929,-0.022536496,-0.0846817,-0.0656989,-0.059311032,-0.08822214,-0.17508952,0.2674337,0.26703826,0.16133496,0.09454067,0.17006448,0.19731703,0.21878415,0.19882607,0.1737399,0.16333722,0.1998515,0.088109404,0.31815377,0.18778072,0.25518292,0.4072696,1.0,0.103899516,0.14254628,0.2186164,0.2287581,0.33857554,0.25141624,0.15255207,0.11963798,0.27002096,0.11573198,0.07428551,-0.0462525,0.10930732,-0.07574741,-0.06757703,-0.07818732,-0.04992909,-0.029425468,-0.025856486,0.005805703,0.041556306,-0.028510205,-0.08763732,-0.036003888,-0.14985189,-0.10763787,-0.12419799,-0.10650621,0.008721013,0.0138706155,0.12788942,-0.02662402,-0.1490818,-0.013251875,-0.07143913,-0.032594163,0.029000312,0.14950778,0.11975171,0.035718676,0.17917025,-0.07634422,-0.08993775,-0.02585271,-0.030956807,-0.039924826,-0.12501498,-0.13691494,-0.099592716,0.14116661,0.06902944,0.029562252,-0.057047796,-0.018399132,-0.12341665,-0.14264205,-0.10428515,-0.14393754,-0.10465902,-0.13605604,-0.12550509,-0.093312055,-0.048009753,-0.08804315,-0.09463449,-0.033827063,-0.04955039,0.01384834,-0.041714143,-0.099072844,-0.114268444,-0.093118,-0.09786516,-0.11923716,-0.075724885,-0.0926108,-0.040118746,-0.081629574,-0.020585708,-0.03450375,-0.06552035
milk,-0.036200665,-0.05569858,-0.084959455,-0.08977643,-0.05455489,-0.19501033,-0.0490274,-0.0028144512,0.023392959,-0.10508582,-0.087140664,-0.03207537,-0.026673678,0.07448328,0.034677,-0.040712703,-0.038883053,-0.11780693,-0.022818,-0.060820565,-0.029735655,-0.019807385,-0.051021524,-0.04741247,-0.01942208,-0.027741913,-0.0784633,-0.051622048,-0.060528833,-0.04237333,0.04708682,-0.017341256,0.03470252,-0.052356012,-0.04885816,0.025519535,0.047356468,-0.10973688,-0.1746825,-0.15189677,-0.07727422,-0.16856433,-0.033408556,-0.01858746,-0.14541939,-0.059119757,-0.20653012,-0.12790039,-0.041083597,-0.045565102,0.015583886,-0.09218499,-0.05491248,-0.14628188,-0.13137443,-0.05965916,0.008110115,0.01298657,-0.06305052,0.11500548,0.053622074,-0.065403,-0.042923197,-0.070969954,-0.08202878,0.13911992,0.17618123,0.1987454,0.13777839,0.1287551,0.22222888,0.18238325,0.10004051,0.12291254,0.07782863,0.16848953,0.087498516,0.2137451,0.25109628,0.33632094,0.14293918,0.103899516,0.9999999,0.29815963,0.28849685,0.097855955,0.0875697,0.23646057,0.0962824,0.18328723,0.18080166,0.12388608,0.067010336,-0.026215024,-0.011800615,-0.06725996,0.020329181,-0.075673975,-0.10598683,-0.0618817,0.06719582,-0.06307178,-0.09711782,-0.17724182,0.032855496,-0.14672762,-0.058533166,-0.027725827,-0.08546595,-0.09520759,-0.117407605,-0.08642988,-0.06309512,0.2888714,0.15321079,0.013736608,0.02346444,0.07081811,0.30899656,0.25215054,0.27612764,0.08660545,-0.0028715022,-0.12032844,-0.09596322,-0.07036228,0.058165178,0.022035412,-0.05047168,-0.10867496,-0.07047537,0.23362347,0.3903836,0.06822585,0.028772898,-0.027294798,-0.12007635,-0.10565579,-0.10391507,-0.13532692,-0.17020568,-0.03428392,-0.12500748,-0.15142152,-0.17126836,-0.16400951,-0.13724883,-0.047318954,-0.03579609,-0.05752352,-0.13644096,-0.14110182,-0.12741224,-0.09200757,-0.05454067,-0.18961567,-0.19538218,-0.16097412,-0.16544142,-0.1334806,-0.21620254,-0.007957978,-0.09778879
egg,0.056191757,0.14302143,0.13728511,0.05416721,0.016902696,0.008675862,0.027571436,0.4048894,0.10957806,0.034616657,-0.06547523,0.08286857,-0.12467565,-0.0011069756,-0.026201747,-0.04881929,-0.047158904,-0.085957184,-0.048241213,-0.0815061,-0.017645767,-0.015782788,0.010877682,-0.010347478,0.091262475,0.029994449,0.008002637,-0.037489496,-0.0067732707,0.016535746,0.00935681,-0.025835335,-0.06553421,-0.13274221,-0.08483705,-0.12547916,-0.08211177,-0.05433978,-0.21402337,-0.11658833,-0.14482069,-0.11286025,-0.029555775,-0.07445643,-0.20990701,-0.10839242,-0.13018037,-0.16204019,-0.13221967,-0.10108855,-0.07541509,-0.08756727,-0.13105454,-0.07330598,-0.09639397,-0.13582061,0.01337065,0.04879086,0.003986995,0.06943033,-0.10408489,-0.20896232,-0.13203087,-0.14022416,-0.0039280066,0.13446096,0.056520056,0.08776973,0.121139064,0.12778449,0.15260217,0.18122302,0.074937925,0.0069420403,0.18999927,0.101889044,0.036095954,0.053098995,0.07171624,0.117475495,0.12155315,0.14254628,0.29815963,1.0,0.19986296,0.22426614,0.43318313,0.2382566,0.26878172,0.20304205,0.26297593,0.26075208,0.17810395,0.05090851,-0.014445793,-0.059517827,0.0045609325,-0.10175015,0.0019391179,0.051394437,0.08471499,-0.00050930306,-0.045944475,-0.070862,-0.094846964,-0.10092504,-0.20104444,-0.011911404,-0.03189305,-0.0077229002,-0.025715578,-0.039584443,0.15698187,0.13677919,-0.0054894406,0.053435903,0.053437617,0.061371166,3.3436343e-05,-0.038794946,-0.016491864,-0.0021885831,0.06142368,-0.015667321,-0.099155195,-0.010547942,0.042619973,-0.050928257,-0.030461282,-0.18362331,-0.1057099,0.10161849,0.19525918,0.008460125,0.26171532,0.10596359,-0.20472243,-0.17644711,-0.13587487,-0.19818422,-0.15534377,-0.12685809,-0.16258538,-0.2090226,-0.15912649,-0.17870581,-0.18901455,-0.12083009,-0.112940624,-0.09911821,-0.099445105,-0.06645849,-0.12915914,-0.11345671,-0.14253078,-0.27495533,-0.17853794,-0.07935844,-0.21863185,-0.118653834,-0.07609834,0.04991903,-0.07779108
corn,-0.00487566,0.08291715,0.028259551,-0.024891783,0.061870012,0.06298264,0.08155814,0.20450798,0.19228531,0.12685314,0.028102897,-0.0029809517,-0.0038291786,-0.014317559,0.07737458,-0.011772532,-0.00971271,-0.05041242,-0.12697217,-0.03535248,0.003167035,-0.010275643,-0.0081835305,-0.0465428,0.03191271,-0.09318456,-0.015707955,0.063623354,-0.060043596,-0.052998483,-0.019166008,-0.07112313,0.057522103,-0.1703344,-0.15277024,-0.1681183,-0.054542217,-0.09151998,-0.173095,-0.21742299,-0.2501395,-0.19864962,-0.08000972,-0.097898714,-0.18802819,-0.20930952,-0.11363496,-0.31914568,-0.23673955,-0.20037514,-0.012415908,-0.09228374,-0.15348463,-0.037087515,-0.1210352,0.012062608,0.018501118,0.029562041,0.070432976,0.2893054,0.13752556,-0.017983845,-0.039968118,-0.04828164,-0.08497514,0.29225424,0.119480796,0.082455955,0.119727954,0.054612037,0.28425682,0.13994497,0.08618131,0.0645976,0.18482384,0.21462072,0.0069321906,0.031545557,0.136636,0.1613178,0.17384064,0.2186164,0.28849685,0.19986296,0.9999999,0.42488796,0.27820784,0.2986238,0.23345307,0.29456866,0.3286354,0.26498026,0.3222795,0.20035338,0.2532801,-0.13743518,0.0010073856,-0.11582765,-0.043757074,-0.025479626,-0.05737187,0.020952359,-0.055837642,-0.12195237,-0.0057423897,0.008952227,-0.11107199,-0.025059424,0.0017953068,0.00031237863,-0.065132186,0.02187705,-0.014268391,-0.018049428,-0.17577402,-0.052199386,-0.10201363,-0.04592663,-0.1410083,-0.0872194,-0.04303278,-0.010688191,0.018712029,-0.04632067,-0.23320368,-0.11932734,-0.03701858,-0.027504036,-0.055717904,-0.12120714,-0.09482071,0.0120756235,-0.054105993,-0.13953057,-0.06985496,-0.042233437,-0.1722691,-0.16987942,-0.17872879,-0.22541115,-0.17972162,-0.06789181,-0.050757732,-0.11041905,-0.14700085,-0.051539607,-0.061283533,0.015542477,-0.06315194,-0.075277686,-0.123077594,-0.12180524,-0.104595415,-0.16251993,-0.11015035,-0.21222518,-0.16019255,-0.08623129,-0.22212523,-0.17738916,-0.091331184,0.10981906,-0.09199809
carrot,0.07085175,0.0272424,0.022751313,-0.022723585,0.010735402,0.029588021,0.08284829,0.20060624,0.16132857,0.0025131684,0.025574077,0.07045004,-0.024084779,-0.029089367,0.017312925,0.06125272,-0.0018224115,-0.0557819,-0.07288252,-0.08711837,0.016478274,-0.018873941,-0.008087631,-0.0073457416,0.09069286,-0.015181733,-0.0766751,-0.08565912,-0.08190665,-0.008601218,-0.001420157,-0.036740888,-0.014434243,-0.20371382,-0.12384336,-0.15517998,-0.054159522,-0.07615654,-0.16732423,-0.17211017,-0.19304852,-0.14400041,-0.12307978,-0.15579449,-0.20603,-0.20032239,-0.03256297,-0.24704479,-0.18836153,-0.21892655,-0.06730749,-0.13459209,-0.13076423,-0.01725585,-0.04167267,-0.05547502,0.029340534,0.018568555,0.06693186,0.27106005,0.07194926,0.028726202,-0.11250061,-0.12141098,-0.12607925,0.18911614,0.04930345,0.036721855,0.05099267,0.011444645,0.17898971,0.086709656,0.013187524,0.012930755,0.2378048,0.2150571,0.06526335,0.100780845,0.19092262,0.14554627,0.12618838,0.2287581,0.097855955,0.22426614,0.42488796,1.0000002,0.494708,0.3531791,0.44955128,0.39617488,0.28666195,0.30652905,0.3334722,0.17628047,0.29770112,-0.12648337,-0.03798913,-0.082701005,0.041539058,0.09052581,0.010072991,0.12998499,0.0032948926,0.013056943,-0.03730423,-0.076992735,-0.09669761,0.02488747,0.00945191,0.060249574,0.015899481,0.10470902,0.02504991,-0.046530146,-0.15296564,-0.07886471,-0.082611874,-0.05765168,-0.10101821,-0.06749095,-0.034688316,0.010922419,0.07849608,-0.084044956,-0.15521656,-0.010579334,0.0023602657,-0.03685978,-0.07398544,-0.21211994,-0.13170944,0.0077851973,-0.056530364,-0.13980527,-0.080934495,-0.064863354,-0.2145481,-0.18281765,-0.24072435,-0.24355096,-0.1544945,-0.15425318,-0.115078576,-0.020921953,-0.070391156,-0.023420244,-0.13079478,-0.054293122,-0.08989145,-0.16237158,-0.15267949,-0.085180536,-0.14886007,-0.215424,-0.18461552,-0.2163086,-0.15644604,-0.20683175,-0.1340764,-0.11578572,-0.12352337,0.06129451,-0.11360632
potato,-0.012826357,0.0042725317,-0.016675029,-0.11629553,-0.11624451,0.028177284,0.034446165,0.106182076,0.20284867,-0.092789255,-0.03789924,0.023573393,-0.10172903,-0.10743883,-0.09715414,-0.026760686,-0.08640762,-0.09783835,-0.08718309,0.0049656183,0.084109426,0.047481354,0.015371471,0.04860133,0.00780755,-0.019631565,-0.038532227,-0.09186292,-0.062861025,0.00069861114,0.053163555,0.026562078,0.005198084,-0.17147073,-0.1222433,-0.18010807,-0.02420768,-0.044994384,-0.14295626,-0.18584533,-0.19221719,-0.119466186,-0.14508693,-0.14625965,-0.14841391,-0.21877423,-0.13031252,-0.20006725,-0.18840519,-0.18396562,-0.06696913,-0.1399174,-0.1348306,-0.0021395758,-0.1414901,-0.14764456,0.021396816,-0.05365216,0.0949897,0.10364069,-0.06819007,-0.14543791,-0.20405467,-0.16843891,-0.02969761,0.41836792,0.23488295,0.1883609,0.19373807,0.15125774,0.2218239,0.18603802,-0.0030866284,-0.003037909,0.18252087,0.21016562,0.051577207,0.08995326,0.13598584,0.21738538,0.3154705,0.33857554,0.0875697,0.43318313,0.27820784,0.494708,1.0000005,0.34829292,0.29839748,0.24256003,0.3888827,0.3355022,0.232901,0.11459806,0.22555089,-0.1233042,-0.055194054,-0.0908983,0.0021689618,0.011743819,0.020133631,0.026007071,-0.04670282,-0.042952374,-0.15217376,-0.04505368,-0.12584987,0.0057354765,-0.018066926,0.057591893,0.0857795,0.10608831,0.2662101,-0.03883387,-0.17353037,0.028207058,-0.044200674,-0.08705425,-0.11164971,-0.07901867,-0.029181795,0.0342063,0.15284552,-0.06439567,-0.1739904,0.016314669,0.034777164,-0.11253941,-0.07318916,-0.24457379,-0.18944022,-0.0066583296,-0.014874915,-0.16959517,0.06309032,0.01254005,-0.20436524,-0.16829973,-0.10993607,-0.14617594,-0.10740398,-0.13017148,-0.122075856,-0.09281753,-0.08226527,-0.04842797,-0.075981006,-0.03831379,-0.08875319,-0.009010529,-0.059795134,-0.065399736,-0.06837207,-0.14584795,-0.19566157,-0.19532742,-0.20614797,-0.12010017,-0.16732307,-0.12378609,-0.10567792,0.033835813,-0.11815798
banana,0.0769179,-0.044736672,0.012560088,0.033095643,-0.0006306097,-0.040455002,0.047881894,0.048802074,0.08571848,-0.0023196097,-0.027989868,-0.028310074,0.044890992,0.07914244,0.05528036,-0.027427655,-0.051655907,-0.07969063,-0.09323387,-0.10666759,-0.03464667,-0.03530648,0.030925639,0.04204694,0.07137328,-0.014037905,-0.07560864,-0.02835513,-0.034396086,-0.0052123163,-0.020670721,0.043416705,0.045272294,-0.1722857,-0.12742873,-0.09946747,0.059855223,-0.070795655,-0.13493565,-0.18715826,-0.120147854,-0.12984283,-0.11588647,-0.16051134,-0.13147745,-0.18276705,-0.059933852,-0.12779269,-0.111462496,-0.10760513,-0.07409491,-0.1195137,-0.020353982,-0.13471721,-0.14373776,-0.10786816,0.011263496,-0.0844665,0.09367207,-0.033286326,-0.09757957,-0.05639084,-0.068329155,-0.09150031,-0.030644078,0.22091016,0.095176384,0.142095,0.13827908,0.07808054,0.15172237,0.22946984,0.075582355,-0.024380581,0.050227553,0.13575855,0.10494043,0.039602116,0.020945847,0.18449569,0.17812075,0.25141624,0.23646057,0.2382566,0.2986238,0.3531791,0.34829292,0.9999999,0.35488725,0.36138085,0.41920185,0.40981597,0.17348802,0.053148035,0.070098236,-0.08810277,0.010997664,-0.060815774,0.054230645,0.058241535,0.038865447,0.0925558,0.013984692,0.118143834,0.040706173,-0.0981914,-0.0676397,-0.011247533,-0.062178515,-0.02020722,-0.049906477,0.040604364,-0.030510781,0.04581478,-0.049633972,-0.067532785,-0.059249897,0.019596785,-0.043596018,-0.058966618,0.038364742,-0.040789593,-0.01753901,-0.10661888,-0.12926298,-0.030084616,0.059716336,-0.09298295,-0.07545446,-0.19535968,-0.13054158,0.026555598,0.02915705,-0.00026528258,-0.01511583,0.07723144,-0.19335368,-0.19122113,-0.15374601,-0.1725946,-0.12005342,-0.15320724,-0.18855083,-0.1166091,-0.13072509,-0.06863904,-0.088685036,-0.13572992,-0.13390914,-0.13961518,-0.07255006,-0.061701596,-0.17124802,-0.17815617,-0.15788725,-0.16449876,-0.1493259,-0.13357662,-0.14421786,-0.13826397,-0.07573972,0.051018763,-0.062360026
